,nouns
fff8P0kYexQ,"['아위', '패턴', '패턴', '패턴', '부가', '세구', '윙크', '부가']"
fff8P0kYexQ,"['과열', '커버', '때문', '그거']"
fff8P0kYexQ,
fff8P0kYexQ,"['세구', '윙크']"
fff8P0kYexQ,"['노래', '아이', '음색']"
fff8P0kYexQ,"['에스', '느낌', '오지']"
fff8P0kYexQ,"['네임리스', '일차']"
fff8P0kYexQ,"['한국', '디자인', '아동', '장원영', '카리나', '디자인']"
fff8P0kYexQ,
fff8P0kYexQ,
fff8P0kYexQ,['주접']
fff8P0kYexQ,['노래']
fff8P0kYexQ,"['앨범', '노래']"
fff8P0kYexQ,"['최적화', '노래', '샷발', '쫙쫙']"
fff8P0kYexQ,"['오늘', '네임리스']"
fff8P0kYexQ,"['역대', '노래']"
fff8P0kYexQ,"['비트', '개쫀득해']"
fff8P0kYexQ,"['탈덕', '아이', '목소리']"
fff8P0kYexQ,"['세구', '왤케']"
fff8P0kYexQ,"['대박', '짱짱', '울트라', '킹킹띠']"
fff8P0kYexQ,"['네임리스', '일차']"
fff8P0kYexQ,
fff8P0kYexQ,['진짜']
fff8P0kYexQ,"['세구', '수가', '큰일']"
fff8P0kYexQ,"['마라도', '일렬', '횡대', '안무', '왤케', '초반', '서로', '서로', '허리', '안무']"
fff8P0kYexQ,"['섹시', '순간']"
fff8P0kYexQ,
fff8P0kYexQ,"['중복', '시간']"
fff8P0kYexQ,['종결']
fff8P0kYexQ,
fff8P0kYexQ,"['과열', '유입']"
fff8P0kYexQ,"['의상', '디자인', '진짜']"
fff8P0kYexQ,"['버거', '세구', '디자인', '리노']"
fff8P0kYexQ,['고세']
fff8P0kYexQ,"['룰루', '파트']"
fff8P0kYexQ,['빠이팅']
fff8P0kYexQ,"['저기', '분초', '사람']"
fff8P0kYexQ,['과열']
fff8P0kYexQ,['사람']
fff8P0kYexQ,"['네임리스', '일차']"
fff8P0kYexQ,['노래']
fff8P0kYexQ,"['진짜', '챠니', '찰떡']"
fff8P0kYexQ,['광고']
fff8P0kYexQ,"['머리', '숏컷', '언니', '언니', '언니', '언니', '남색', '머리', '언니', '양갈래', '언니', '순서대로']"
fff8P0kYexQ,
fff8P0kYexQ,"['노래', '고속도로']"
fff8P0kYexQ,
fff8P0kYexQ,"['진짜', '최고다', '진짜']"
fff8P0kYexQ,
fff8P0kYexQ,"['언제', '어도', '명곡']"
fff8P0kYexQ,"['누나', '만화', '캐릭터', '신기', '방기']"
fff8P0kYexQ,"['네임리스', '일차']"
fff8P0kYexQ,"['신스', '신뚱']"
fff8P0kYexQ,"['어카', '가지', '마음', '한쪽', '입덕']"
fff8P0kYexQ,"['영상', '보고', '매일', '에임영슺할깨']"
fff8P0kYexQ,
fff8P0kYexQ,"['다시', '입덕']"
fff8P0kYexQ,"['진짜', '비트', '개쌈뽕']"
fff8P0kYexQ,"['네임리스', '제일', '킬링', '파트', '멜로디', '비트', '느낌']"
fff8P0kYexQ,"['아가', '지도']"
fff8P0kYexQ,"['진짜', '스타', '게이', '곡퀄', '역대', '생각', '네임리스', '갱신']"
fff8P0kYexQ,"['네임리스', '일차']"
fff8P0kYexQ,
fff8P0kYexQ,"['데이터베이스', '선택', '이파리']"
fff8P0kYexQ,"['노래', '오늘', '입덕']"
fff8P0kYexQ,"['입덕', '진심', '부터', '매일']"
fff8P0kYexQ,['과열']
fff8P0kYexQ,"['드라구노프', '커버', '보고', '머리']"
fff8P0kYexQ,"['일요', '일밤', '넴리스']"
fff8P0kYexQ,"['먼저', '꼬셨다니깐', '한번', '읍읍']"
fff8P0kYexQ,"['주르르', '왤케이쁨', '개멋']"
fff8P0kYexQ,"['진짜', '부분', '섹시']"
fff8P0kYexQ,"['타팬', '정말']"
fff8P0kYexQ,"['네임리스', '노래', '개인', '마이', '라이트', '애니', '네임리스', '요즘', '아이돌', '노래', '느낌', '중독', '순간', '코어', '과열', '자신', '발견', '노래', '노래', '중독', '요즘', '아이돌', '느낌', '우리', '세계', '아이돌', '직접', '진짜', '진짜', '성장', '아이돌', '자체', '사랑', '방송', '라이브', '인증', '라이브', '감탄', '진짜', '미모', '자체', '네임리스', '헤메', '그냥', '미모', '사랑', '그냥', '세계', '아이돌', '사랑', '세계', '아이돌', '사랑', '직접', '퍼포먼스', '뮤비']"
fff8P0kYexQ,['애초']
