,keywords
T_gJpnjJsnk,"['음중', '진짜', '기적', '야하다']"
T_gJpnjJsnk,['노래']
T_gJpnjJsnk,"['기적', '야하다']"
T_gJpnjJsnk,"['볼때', '영상']"
T_gJpnjJsnk,"['쿨타임', '차서', '은호', '눈빛', '다시']"
T_gJpnjJsnk,"['영원하다', '첫사랑']"
T_gJpnjJsnk,
T_gJpnjJsnk,"['언제', '좋다', '무대', '유독', '아련하다', '청순하다', '그렇다', '개인', '직캠', '없다']"
T_gJpnjJsnk,
T_gJpnjJsnk,"['여기', '진짜', '후회', '아련하다', '댓글']"
T_gJpnjJsnk,"['우어', '미안하다']"
T_gJpnjJsnk,"['너희', '반하다', '감정', '무대', '영원하다']"
T_gJpnjJsnk,['미춌따']
T_gJpnjJsnk,
T_gJpnjJsnk,"['입덕', '여름', '활동']"
T_gJpnjJsnk,"['어떻다', '순정', '권력', '신인', '대뜸', '박력', '쩐다', '사랑', '컴백', '축하', '초동', '축하', '신입', '플리', '점령']"
T_gJpnjJsnk,['너희']
T_gJpnjJsnk,"['컴백', '기념', '아스', '테룸', '국가', '플리']"
T_gJpnjJsnk,"['집대성', '입덕', '사람', '사람', '바로']"
T_gJpnjJsnk,
T_gJpnjJsnk,"['작곡', '이곡', '데뷔', '가슴', '아프다', '작곡', '안무', '서로', '서먹하다', '없다', '방도', '뮤비', '앨범', '천장', '많다', '걱정', '멤버', '이곡', '멤버', '마음', '생각', '이나고', '감동', '가지', '느낌', '이듭', '컴백', '준비', '얼마나', '부담', '나로', '상상', '너희', '어떻다', '컨셉', '마음', '응원', '응원', '너희', '음악', '마음껏', '즐겁다', '사랑', '바쁘다', '감기']"
T_gJpnjJsnk,"['데뷔', '아이돌', '무대', '사연', '낭낭', '개함']"
T_gJpnjJsnk,"['역주행', '다시', '그때', '장군']"
T_gJpnjJsnk,"['오지', '진짜', '썸네일', '남예준', '솔직하다', '너무하다', '생각', '긍정']"
T_gJpnjJsnk,"['노래', '어쩜', '좋다']"
T_gJpnjJsnk,"['본방', '안보', '레이브', '요즘', '엠비씨', '최고다', '레이브', '음중']"
T_gJpnjJsnk,"['음중', '가까이', '반성']"
T_gJpnjJsnk,"['무대', '레이브', '간절하다', '같다', '제목', '게인', '노래', '안무', '연습', '본인', '목소리', '사람', '간절하다', '같다', '무대', '마다', '마음', '뭉클하다', '레이브', '고맙다', '그렇다']"
T_gJpnjJsnk,"['시작', '영상']"
T_gJpnjJsnk,"['새해', '영상', '컴백']"
T_gJpnjJsnk,"['너희', '다행', '년도', '부다', '탁하다', '사랑']"
T_gJpnjJsnk,['증말']
T_gJpnjJsnk,"['진짜', '벅차오르다', '밤비', '마지막', '고음']"
T_gJpnjJsnk,"['진짜', '근본', '근본']"
T_gJpnjJsnk,"['버추', '밤비', '아이돌', '린다']"
T_gJpnjJsnk,"['데뷔', '상보', '진짜', '역시', '다르다']"
T_gJpnjJsnk,"['무대', '처음', '서기', '결정', '준비', '멤버', '어떻다', '마음', '생각', '가슴', '밉다', '얼마나', '간절하다', '간절하다', '다행', '행복하다']"
T_gJpnjJsnk,"['덕질', '연어', '애국가', '안식처']"
T_gJpnjJsnk,"['연어', '아니다', '매번', '거슬러', '다시', '있다', '있다']"
T_gJpnjJsnk,"['연어', '데뷔', '무대']"
T_gJpnjJsnk,"['진짜', '자꾸', '썸네일', '홀려', '외모', '일이', '예주', '오늘', '사랑']"
T_gJpnjJsnk,"['역시', '근본', '다시']"
T_gJpnjJsnk,['애국심']
T_gJpnjJsnk,"['고프다', '레이브', '게다']"
T_gJpnjJsnk,"['사실', '노아', '하민이', '생방', '신기하다', '노래', '좋다', '깜짝', '뮤비', '영상', '벅차오르다', '여기', '덕질', '오타쿠', '아니다', '입덕', '지금', '후회', '있다', '하민이', '노아', '생방', '같다', '사람', '많다', '생각', '심지어', '알바', '음식점', '검색', '뭔가', '아이돌', '가장', '정석', '느낌', '이상', '노래', '막상', '실물', '같다', '느낌', '소화', '있다', '버추', '장점', '버추', '사람', '있다', '진심', '좋다', '음악', '컨셉', '다르다', '매번', '신기하다', '찰떡', '진짜', '직접', '진짜', '음악', '느좋', '미치다', '천재', '어떻다', '전곡', '좋다', '레이브', '낭만']"
T_gJpnjJsnk,['노래']
T_gJpnjJsnk,"['처음', '입덕', '우리', '있다', '무대', '음중', '인뱅', '무대', '없다', '장창', '무대', '뿐이다', '시절', '넘치다', '새삼', '너희', '성장', '사랑']"
T_gJpnjJsnk,"['노아', '아름답다']"
T_gJpnjJsnk,"['진짜', '전부', '레전드', '다시', '게로', '명곡']"
T_gJpnjJsnk,"['다시', '순덕']"
T_gJpnjJsnk,"['노아', '헬로', '라며', '레전드', '그다음', '밤비', '파트', '쵝오']"
T_gJpnjJsnk,"['도은호', '레전드', '파트', '이다']"
T_gJpnjJsnk,"['분명', '영상', '처음', '생각', '벌써', '사랑']"
T_gJpnjJsnk,
T_gJpnjJsnk,"['진짜', '개띵곡', '영화', '벅차오르다']"
T_gJpnjJsnk,
T_gJpnjJsnk,"['레이브', '얘기', '남친', '심드렁하다', '무슨', '좋아하다', '상처', '마지막', '예주니', '하트', '뾰옹때매', '현실', '입틀막']"
T_gJpnjJsnk,"['영상', '레이브', '유튭', '계정', '입덕', '댓글', '재미', '있다']"
T_gJpnjJsnk,"['대박', '댓글', '플리', '많다']"
T_gJpnjJsnk,"['안광', '홀려', '지금']"
T_gJpnjJsnk,['덕질']
T_gJpnjJsnk,['입덕']
T_gJpnjJsnk,"['두고두고', '전설', '무대']"
T_gJpnjJsnk,"['머리', '웃기', '입덕', '머리', '어떻다']"
T_gJpnjJsnk,"['안무', '예쁘다']"
T_gJpnjJsnk,"['남예준', '이케', '청순', '여주', '눈빛']"
T_gJpnjJsnk,"['안녕', '플리', '오늘', '마르고', '연어', '회귀', '모야', '이전', '라이트', '방송', '입덕', '인정', '과거', '자신', '칭찬', '멀다', '생각', '멀다', '진짜', '빠르다', '속도', '같다', '과정', '자리', '고맙다', '너희', '부끄럽다', '노력', '사랑']"
