,keywords
qOB5sIujPH8,"['덕후', '사람', '버츄', '좋아하다', '애니', '만화', '좋아하다', '덕후', '다르다']"
qOB5sIujPH8,"['따따', '마우스']"
qOB5sIujPH8,['허경영']
qOB5sIujPH8,"['진짜', '이해', '안되다', '서로', '좋아하다', '서로', '거임', '진짜', '모름']"
qOB5sIujPH8,"['시비', '거지']"
qOB5sIujPH8,"['아니다', '정병']"
qOB5sIujPH8,"['마이콜', '사생팬', '진실', '조롱', '타팬', '정병', '트윗', '티팬', '반응']"
qOB5sIujPH8,"['성이름', '아니다', '애초', '그게', '거쟌씀']"
qOB5sIujPH8,"['누군가', '서로', '좋아하다', '정병', '어그', '때문', '저기', '일방', '날조', '영상', '때문', '악플', '아니다', '날조', '일방', '한쪽', '서로', '좋아하다', '서로']"
qOB5sIujPH8,"['노래', '좋다', '같다', '버츄얼', '상관', '없다', '비율', '비호', '감임', '어깨', '태평양']"
qOB5sIujPH8,"['오빠', '높이']"
qOB5sIujPH8,"['오빠', '인정']"
qOB5sIujPH8,"['오빠', '인천공항', '출국']"
qOB5sIujPH8,['기괴하다']
qOB5sIujPH8,"['허경영', '공중부양', '티어']"
qOB5sIujPH8,"['버튜어', '어색하다']"
qOB5sIujPH8,"['두꺼비', '저쪽', '콘서트', '유튜브', '똥글', '빡통임']"
qOB5sIujPH8,"['콘서트', '존재', '아니다']"
qOB5sIujPH8,"['다른', '무대']"
qOB5sIujPH8,"['아니다', '핀트', '귀엽다', '김민서']"
qOB5sIujPH8,"['잘못봣', '두꺼비', '거만', '머쓱이긔']"
qOB5sIujPH8,"['사마', '하늘', '지금', '사자']"
qOB5sIujPH8,['좋아하다']
qOB5sIujPH8,"['궁금하다', '버추', '연예인', '오디션', '어떻다']"
qOB5sIujPH8,"['지인', '추천', '딩고', '킬링', '보이스', '만큼', '실력', '좋다', '궁금하다', '만우절', '플브', '오디션', '연습생', '시절', '데뷔']"
qOB5sIujPH8,"['두꺼비', '팬타킬']"
qOB5sIujPH8,"['개월', '새롭다', '아이디어']"
qOB5sIujPH8,"['버츄얼뒤', '좋아하다', '아니다', '궁금하다']"
qOB5sIujPH8,"['아니다', '타격', '없다', '사람', '상상', '자유']"
qOB5sIujPH8,"['오빠', '실제', '보고', '잡지', '길거리', '보지', '오빠', '가능하다']"
qOB5sIujPH8,['축하']
