title,company,location,scrape_date,scrape_time,title_raw,paren_raw,title_clean,seniority,work_mode,employment_type,role_group
Python AI Engineer - 17852,Turing,"Noida, Uttar Pradesh, India",2025-09-22,14:44:24,Python AI Engineer - 17852,,python ai engineer 17852,unknown,unknown,unknown,ml_ai
Python AI Engineer - 17852,Turing,"Noida, Uttar Pradesh, India",2025-09-22,14:44:24,Python AI Engineer - 17852,,python ai engineer 17852,unknown,unknown,unknown,ml_ai
Python AI Engineer - 17852,Turing,"Noida, Uttar Pradesh, India",2025-09-22,14:44:24,Python AI Engineer - 17852,,python ai engineer 17852,unknown,unknown,unknown,ml_ai
Python AI Engineer - 17852,Turing,"Noida, Uttar Pradesh, India",2025-09-22,14:44:24,Python AI Engineer - 17852,,python ai engineer 17852,unknown,unknown,unknown,ml_ai
Python AI Engineer - 17852,Turing,"Chennai, Tamil Nadu, India",2025-09-22,15:22:23,Python AI Engineer - 17852,,python ai engineer 17852,unknown,unknown,unknown,ml_ai
Python AI Engineer - 17852,Turing,"Chennai, Tamil Nadu, India",2025-09-22,15:22:23,Python AI Engineer - 17852,,python ai engineer 17852,unknown,unknown,unknown,ml_ai
Python AI Engineer - 17852,Turing,"Chennai, Tamil Nadu, India",2025-09-22,15:22:23,Python AI Engineer - 17852,,python ai engineer 17852,unknown,unknown,unknown,ml_ai
Python AI Engineer - 17852,Turing,"Chennai, Tamil Nadu, India",2025-09-22,15:22:23,Python AI Engineer - 17852,,python ai engineer 17852,unknown,unknown,unknown,ml_ai
Python AI Engineer - 17852,Turing,"Coimbatore, Tamil Nadu, India",2025-09-22,15:22:23,Python AI Engineer - 17852,,python ai engineer 17852,unknown,unknown,unknown,ml_ai
Python AI Engineer - 17852,Turing,"Coimbatore, Tamil Nadu, India",2025-09-22,15:22:23,Python AI Engineer - 17852,,python ai engineer 17852,unknown,unknown,unknown,ml_ai
Python AI Engineer - 17852,Turing,"Coimbatore, Tamil Nadu, India",2025-09-22,15:22:23,Python AI Engineer - 17852,,python ai engineer 17852,unknown,unknown,unknown,ml_ai
Python AI Engineer - 17852,Turing,"Coimbatore, Tamil Nadu, India",2025-09-22,15:22:23,Python AI Engineer - 17852,,python ai engineer 17852,unknown,unknown,unknown,ml_ai
Python AI Engineer - 17852,Turing,"Coimbatore, Tamil Nadu, India",2025-09-22,15:22:23,Python AI Engineer - 17852,,python ai engineer 17852,unknown,unknown,unknown,ml_ai
Python AI Engineer - 17852,Turing,,2025-09-22,15:22:23,Python AI Engineer - 17852,,python ai engineer 17852,unknown,unknown,unknown,ml_ai
Python AI Engineer - 17852,Turing,"Indore, Madhya Pradesh, India",2025-09-22,15:22:23,Python AI Engineer - 17852,,python ai engineer 17852,unknown,unknown,unknown,ml_ai
Python AI Engineer - 17852,Turing,"Indore, Madhya Pradesh, India",2025-09-22,15:22:23,Python AI Engineer - 17852,,python ai engineer 17852,unknown,unknown,unknown,ml_ai
Python AI Engineer - 17852,Turing,"Indore, Madhya Pradesh, India",2025-09-22,15:22:23,Python AI Engineer - 17852,,python ai engineer 17852,unknown,unknown,unknown,ml_ai
Python AI Engineer - 17852,Turing,"Jaipur, Rajasthan, India",2025-09-22,15:22:23,Python AI Engineer - 17852,,python ai engineer 17852,unknown,unknown,unknown,ml_ai
Python AI Engineer - 17852,Turing,"Kolkata, West Bengal, India",2025-09-22,15:22:23,Python AI Engineer - 17852,,python ai engineer 17852,unknown,unknown,unknown,ml_ai
Python AI Engineer - 17852,Turing,"Kolkata, West Bengal, India",2025-09-22,15:22:23,Python AI Engineer - 17852,,python ai engineer 17852,unknown,unknown,unknown,ml_ai
Python AI Engineer - 17852,Turing,"Kolkata, West Bengal, India",2025-09-22,15:22:23,Python AI Engineer - 17852,,python ai engineer 17852,unknown,unknown,unknown,ml_ai
Python AI Engineer - 17852,Turing,"Kolkata, West Bengal, India",2025-09-22,15:22:23,Python AI Engineer - 17852,,python ai engineer 17852,unknown,unknown,unknown,ml_ai
Python AI Engineer - 17852,Turing,"Jaipur, Rajasthan, India",2025-09-22,15:22:23,Python AI Engineer - 17852,,python ai engineer 17852,unknown,unknown,unknown,ml_ai
Python AI Engineer - 17852,Turing,"Jaipur, Rajasthan, India",2025-09-22,15:22:23,Python AI Engineer - 17852,,python ai engineer 17852,unknown,unknown,unknown,ml_ai
Python AI Engineer - 17852,Turing,"Jaipur, Rajasthan, India",2025-09-22,15:22:23,Python AI Engineer - 17852,,python ai engineer 17852,unknown,unknown,unknown,ml_ai
Python AI Engineer - 17852,Turing,"Mysuru, Karnataka, India",2025-09-22,15:22:23,Python AI Engineer - 17852,,python ai engineer 17852,unknown,unknown,unknown,ml_ai
Python AI Engineer - 17852,Turing,"Lucknow, Uttar Pradesh, India",2025-09-22,15:22:23,Python AI Engineer - 17852,,python ai engineer 17852,unknown,unknown,unknown,ml_ai
Python AI Engineer - 17852,Turing,"Hyderabad, Telangana, India",2025-09-22,15:41:21,Python AI Engineer - 17852,,python ai engineer 17852,unknown,unknown,unknown,ml_ai
Python AI Engineer - 17852,Turing,"Hyderabad, Telangana, India",2025-09-22,15:41:21,Python AI Engineer - 17852,,python ai engineer 17852,unknown,unknown,unknown,ml_ai
Python AI Engineer - 17852,Turing,"Hyderabad, Telangana, India",2025-09-22,15:41:21,Python AI Engineer - 17852,,python ai engineer 17852,unknown,unknown,unknown,ml_ai
Python AI Engineer - 17852,Turing,"Hyderabad, Telangana, India",2025-09-22,15:41:21,Python AI Engineer - 17852,,python ai engineer 17852,unknown,unknown,unknown,ml_ai
Python AI Engineer - 17852,Turing,"Hyderabad, Telangana, India",2025-09-22,15:41:21,Python AI Engineer - 17852,,python ai engineer 17852,unknown,unknown,unknown,ml_ai
Python AI Engineer - 17852,Turing,"Mysuru, Karnataka, India",2025-09-22,15:41:21,Python AI Engineer - 17852,,python ai engineer 17852,unknown,unknown,unknown,ml_ai
Python AI Engineer - 17852,Turing,"Mysuru, Karnataka, India",2025-09-22,15:41:21,Python AI Engineer - 17852,,python ai engineer 17852,unknown,unknown,unknown,ml_ai
Python AI Engineer - 17852,Turing,"Mysuru, Karnataka, India",2025-09-22,15:41:21,Python AI Engineer - 17852,,python ai engineer 17852,unknown,unknown,unknown,ml_ai
Python AI Engineer - 17852,Turing,"Vishakhapatnam, Andhra Pradesh, India",2025-09-22,15:41:21,Python AI Engineer - 17852,,python ai engineer 17852,unknown,unknown,unknown,ml_ai
Python AI Engineer - 17852,Turing,"Pune, Maharashtra, India",2025-09-22,15:41:21,Python AI Engineer - 17852,,python ai engineer 17852,unknown,unknown,unknown,ml_ai
Python AI Engineer - 17852,Turing,"Kolkata, West Bengal, India",2025-09-22,15:41:21,Python AI Engineer - 17852,,python ai engineer 17852,unknown,unknown,unknown,ml_ai
Python AI Engineer - 17852,Turing,"Delhi, India",2025-09-22,15:41:21,Python AI Engineer - 17852,,python ai engineer 17852,unknown,unknown,unknown,ml_ai
Python AI Engineer - 17852,Turing,"Delhi, India",2025-09-22,15:41:21,Python AI Engineer - 17852,,python ai engineer 17852,unknown,unknown,unknown,ml_ai
Python AI Engineer - 17852,Turing,"Lucknow, Uttar Pradesh, India",2025-09-22,15:41:21,Python AI Engineer - 17852,,python ai engineer 17852,unknown,unknown,unknown,ml_ai
Python AI Engineer - 17852,Turing,"Lucknow, Uttar Pradesh, India",2025-09-22,15:41:21,Python AI Engineer - 17852,,python ai engineer 17852,unknown,unknown,unknown,ml_ai
Python AI Engineer - 17852,Turing,"Lucknow, Uttar Pradesh, India",2025-09-22,15:41:21,Python AI Engineer - 17852,,python ai engineer 17852,unknown,unknown,unknown,ml_ai
Lead Agentic AI Engineer,Ket Software,"Hyderabad, Telangana, India",2025-09-22,16:27:02,Lead Agentic AI Engineer,,lead agentic ai engineer,senior,unknown,unknown,ml_ai
Python AI Engineer - 17852,Turing,"Bengaluru, Karnataka, India",2025-09-22,16:27:02,Python AI Engineer - 17852,,python ai engineer 17852,unknown,unknown,unknown,ml_ai
Python AI Engineer - 17852,Turing,"Bengaluru, Karnataka, India",2025-09-22,16:27:02,Python AI Engineer - 17852,,python ai engineer 17852,unknown,unknown,unknown,ml_ai
Python AI Engineer - 17852,Turing,"Bengaluru, Karnataka, India",2025-09-22,16:27:02,Python AI Engineer - 17852,,python ai engineer 17852,unknown,unknown,unknown,ml_ai
Python AI Engineer - 17852,Turing,"Bengaluru, Karnataka, India",2025-09-22,16:27:02,Python AI Engineer - 17852,,python ai engineer 17852,unknown,unknown,unknown,ml_ai
Python AI Engineer - 17852,Turing,"Bengaluru, Karnataka, India",2025-09-22,16:27:02,Python AI Engineer - 17852,,python ai engineer 17852,unknown,unknown,unknown,ml_ai
Python AI Engineer - 17852,Turing,"Pune, Maharashtra, India",2025-09-22,16:27:02,Python AI Engineer - 17852,,python ai engineer 17852,unknown,unknown,unknown,ml_ai
Python AI Engineer - 17852,Turing,"Pune, Maharashtra, India",2025-09-22,16:27:02,Python AI Engineer - 17852,,python ai engineer 17852,unknown,unknown,unknown,ml_ai
Python AI Engineer - 17852,Turing,"Pune, Maharashtra, India",2025-09-22,16:27:02,Python AI Engineer - 17852,,python ai engineer 17852,unknown,unknown,unknown,ml_ai
Python AI Engineer - 17852,Turing,"Gurugram, Haryana, India",2025-09-22,16:27:02,Python AI Engineer - 17852,,python ai engineer 17852,unknown,unknown,unknown,ml_ai
Python AI Engineer - 17852,Turing,"Gurugram, Haryana, India",2025-09-22,16:27:02,Python AI Engineer - 17852,,python ai engineer 17852,unknown,unknown,unknown,ml_ai
Python AI Engineer - 17852,Turing,"Chennai, Tamil Nadu, India",2025-09-22,16:27:02,Python AI Engineer - 17852,,python ai engineer 17852,unknown,unknown,unknown,ml_ai
Python AI Engineer - 17852,Turing,"Mumbai, Maharashtra, India",2025-09-22,16:27:02,Python AI Engineer - 17852,,python ai engineer 17852,unknown,unknown,unknown,ml_ai
Python AI Engineer - 17852,Turing,"Indore, Madhya Pradesh, India",2025-09-22,16:27:02,Python AI Engineer - 17852,,python ai engineer 17852,unknown,unknown,unknown,ml_ai
Python AI Engineer - 17852,Turing,"Delhi, India",2025-09-22,16:27:02,Python AI Engineer - 17852,,python ai engineer 17852,unknown,unknown,unknown,ml_ai
Python AI Engineer - 17852,Turing,"Delhi, India",2025-09-22,16:27:02,Python AI Engineer - 17852,,python ai engineer 17852,unknown,unknown,unknown,ml_ai
Python AI Engineer - 17852,Turing,"Delhi, India",2025-09-22,16:27:02,Python AI Engineer - 17852,,python ai engineer 17852,unknown,unknown,unknown,ml_ai
Python AI Engineer - 17852,Turing,"Gurugram, Haryana, India",2025-09-22,16:45:42,Python AI Engineer - 17852,,python ai engineer 17852,unknown,unknown,unknown,ml_ai
Python AI Engineer - 17852,Turing,"Gurugram, Haryana, India",2025-09-22,16:45:42,Python AI Engineer - 17852,,python ai engineer 17852,unknown,unknown,unknown,ml_ai
Python AI Engineer - 17852,Turing,"Gurugram, Haryana, India",2025-09-22,16:45:42,Python AI Engineer - 17852,,python ai engineer 17852,unknown,unknown,unknown,ml_ai
Senior AI Engineer,Zonopact India Pvt. Ltd.,"MH, IN",2025-09-22,17:16:29,Senior AI Engineer,,senior ai engineer,senior,unknown,unknown,ml_ai
AI Engineer,LTIMindtree,"Bengaluru, Karnataka, India",2025-09-22,17:16:29,AI Engineer,,ai engineer,unknown,unknown,unknown,ml_ai
Gen AI Engineer,Virtusa,"Gurgaon, Haryana, India",2025-09-22,17:16:29,Gen AI Engineer,,gen ai engineer,unknown,unknown,unknown,ml_ai
Sr Machine Learning Engineer,PayPal,"Bengaluru, Karnataka, India",2025-09-22,17:39:22,Sr Machine Learning Engineer,,sr machine learning engineer,senior,unknown,unknown,ml_ai
"SENIOR, DATA SCIENTIST",Walmart Global Tech India,"Bengaluru, Karnataka, India",2025-09-22,17:39:22,"SENIOR, DATA SCIENTIST",,senior data scientist,senior,unknown,unknown,data_science
"SENIOR, DATA SCIENTIST",Walmart Global Tech India,"Bengaluru, Karnataka, India",2025-09-22,17:39:22,"SENIOR, DATA SCIENTIST",,senior data scientist,senior,unknown,unknown,data_science
"SENIOR, DATA SCIENTIST",Walmart Global Tech India,"Bengaluru, Karnataka, India",2025-09-22,17:39:22,"SENIOR, DATA SCIENTIST",,senior data scientist,senior,unknown,unknown,data_science
Sr Machine Learning Engineer,PayPal,"Bengaluru, Karnataka, India",2025-09-22,17:39:22,Sr Machine Learning Engineer,,sr machine learning engineer,senior,unknown,unknown,ml_ai
(IND)Data Scientist III(MLE),Walmart Global Tech India,"Bengaluru, Karnataka, India",2025-09-22,17:39:22,(IND)Data Scientist III(MLE),IND | MLE,data scientist iii,unknown,unknown,unknown,data_science
Computer Vision Engineer,Infosys,"Bengaluru East, Karnataka, India",2025-09-22,18:27:52,Computer Vision Engineer,,computer vision engineer,unknown,unknown,unknown,ml_ai
AI Engineer (Automotive),Infosys,"Bengaluru East, Karnataka, India",2025-09-22,18:27:52,AI Engineer (Automotive),Automotive,ai engineer,unknown,unknown,unknown,ml_ai
"Senior Data Scientist (Search, eCommerce, AI/ML)",JSMYTH TECHNOLOGIES,"Pune, Maharashtra, India",2025-09-22,19:16:38,"Senior Data Scientist (Search, eCommerce, AI/ML)","Search, eCommerce, AI/ML",senior data scientist,senior,unknown,unknown,data_science
Lead AI Engineer,MAERSK,"KA, IN",2025-09-22,20:40:55,Lead AI Engineer,,lead ai engineer,senior,unknown,unknown,ml_ai
Machine Learning Engineer,zagaopensource,"Chennai, Tamil Nadu, India",2025-09-22,20:40:55,Machine Learning Engineer,,machine learning engineer,unknown,unknown,unknown,ml_ai
Senior Cloud Engineer,Kinaxis,"TN, IN",2025-09-23,01:36:23,Senior Cloud Engineer,,senior cloud engineer,senior,unknown,unknown,cloud
AI Engineer Internship in Pune (Hybrid),Splashgain Technology Solutions,"Pune, Maharashtra, India",2025-09-23,01:36:23,AI Engineer Internship in Pune (Hybrid),Hybrid,ai engineer internship in pune,intern,hybrid,unknown,ml_ai
Responsible AI Engineer,Accenture in India,"Bengaluru, Karnataka, India",2025-09-23,01:36:23,Responsible AI Engineer,,responsible ai engineer,unknown,unknown,unknown,ml_ai
Responsible AI Engineer,Accenture in India,"Bengaluru, Karnataka, India",2025-09-23,01:36:23,Responsible AI Engineer,,responsible ai engineer,unknown,unknown,unknown,ml_ai
Gen AI Researcher,HCLTech,"Bengaluru, Karnataka, India",2025-09-23,02:59:05,Gen AI Researcher,,gen ai researcher,unknown,unknown,unknown,ml_ai
Data Scientist,UST,"Bengaluru, Karnataka, India",2025-09-23,02:59:05,Data Scientist,,data scientist,unknown,unknown,unknown,data_science
Data Scientist-Developer III - Software Engineering,UST,"Bengaluru, Karnataka, India",2025-09-23,02:59:05,Data Scientist-Developer III - Software Engineering,,data scientist developer iii software engineering,unknown,unknown,unknown,data_science
Lead II - Machine Learning Engineer,UST,"Bengaluru, Karnataka, India",2025-09-23,02:59:05,Lead II - Machine Learning Engineer,,lead ii machine learning engineer,senior,unknown,unknown,ml_ai
Lead I - Software Engineering (AI Engineer),UST,"Bengaluru, Karnataka, India",2025-09-23,02:59:05,Lead I - Software Engineering (AI Engineer),AI Engineer,lead i software engineering,senior,unknown,unknown,other
Lead I - Software Engineering - AI Engineer,UST,"Trivandrum, Kerala, India",2025-09-23,02:59:05,Lead I - Software Engineering - AI Engineer,,lead i software engineering ai engineer,senior,unknown,unknown,ml_ai
Azure AI Engineer,UST,"Bengaluru, Karnataka, India",2025-09-23,02:59:05,Azure AI Engineer,,azure ai engineer,unknown,unknown,unknown,ml_ai
Gen AI Engineer,Jase HR Solutions,"Bengaluru, Karnataka, India",2025-09-23,03:34:17,Gen AI Engineer,,gen ai engineer,unknown,unknown,unknown,ml_ai
Machine Learning Engineer,goML,,2025-09-23,04:42:52,Machine Learning Engineer,,machine learning engineer,unknown,unknown,unknown,ml_ai
Machine Learning Engineer,People Prime Worldwide,,2025-09-23,04:42:52,Machine Learning Engineer,,machine learning engineer,unknown,unknown,unknown,ml_ai
Data Scientist (GenAI & Python),NTek Software Solutions,"Bengaluru, Karnataka, India",2025-09-23,04:42:52,Data Scientist (GenAI & Python),GenAI & Python,data scientist,unknown,unknown,unknown,data_science
Machine Learning Engineer,People Prime Worldwide,,2025-09-23,04:42:52,Machine Learning Engineer,,machine learning engineer,unknown,unknown,unknown,ml_ai
Python AI Developer,iByte Technologies,"UP, IN",2025-09-23,05:19:59,Python AI Developer,,python ai developer,unknown,unknown,unknown,ml_ai
GEN AI Engineer,Office Solution AI Labs,,2025-09-23,05:19:59,GEN AI Engineer,,gen ai engineer,unknown,unknown,unknown,ml_ai
"Generative AI Developer (GCP, AI/ML) (4+ years)",Raah Techservices,"Bengaluru, Karnataka, India",2025-09-23,05:19:59,"Generative AI Developer (GCP, AI/ML) (4+ years)","GCP, AI/ML | 4+ years",generative ai developer,unknown,unknown,unknown,ml_ai
Data Scientist,Syngene International Limited,"Bengaluru, Karnataka, India",2025-09-23,05:19:59,Data Scientist,,data scientist,unknown,unknown,unknown,data_science
AI Engineer (AI/ML),Workflexi,,2025-09-23,05:41:22,AI Engineer (AI/ML),AI/ML,ai engineer,unknown,unknown,unknown,ml_ai
Gen AI Engineer,Capgemini,"Bengaluru, Karnataka, India",2025-09-23,05:41:22,Gen AI Engineer,,gen ai engineer,unknown,unknown,unknown,ml_ai
AI Developer                                                                    AI Developer,Prana Tree,"Bengaluru, Karnataka, India",2025-09-23,05:41:22,AI Developer                                                                    AI Developer,,ai developer ai developer,unknown,unknown,unknown,ml_ai
AI Developer (.NET and Python),Capgemini,"Bengaluru, Karnataka, India",2025-09-23,05:41:22,AI Developer (.NET and Python),.NET and Python,ai developer,unknown,unknown,unknown,ml_ai
Applied Machine Learning Engineer,Apple,"KA, IN",2025-09-23,06:31:27,Applied Machine Learning Engineer,,applied machine learning engineer,unknown,unknown,unknown,ml_ai
Staff Machine Learning Engineer,Intuit,"Bengaluru, Karnataka, India",2025-09-23,06:31:27,Staff Machine Learning Engineer,,staff machine learning engineer,senior,unknown,unknown,ml_ai
Machine Learning Engineer,SWITS DIGITAL Private Limited,"Gurugram, Haryana, India",2025-09-23,06:31:27,Machine Learning Engineer,,machine learning engineer,unknown,unknown,unknown,ml_ai
Machine Learning Engineer,People Prime Worldwide,"Bengaluru, Karnataka, India",2025-09-23,06:31:27,Machine Learning Engineer,,machine learning engineer,unknown,unknown,unknown,ml_ai
Machine Learning Engineer,XPT Software,"Bengaluru, Karnataka, India",2025-09-23,06:31:27,Machine Learning Engineer,,machine learning engineer,unknown,unknown,unknown,ml_ai
Python- AI Specialist (3+ Years),Awign,"Mumbai, Maharashtra, India",2025-09-23,06:31:27,Python- AI Specialist (3+ Years),3+ Years,python ai specialist,unknown,unknown,unknown,ml_ai
Machine Learning Engineer,Tata Consultancy Services,"Hyderabad, Telangana, India",2025-09-23,06:31:27,Machine Learning Engineer,,machine learning engineer,unknown,unknown,unknown,ml_ai
Distinguished AI Engineer,Idexcel,"Bengaluru, Karnataka, India",2025-09-23,06:31:27,Distinguished AI Engineer,,distinguished ai engineer,unknown,unknown,unknown,ml_ai
Machine Learning Engineer (AWS AI/ML),Virtual Connect Solutions,,2025-09-23,07:20:16,Machine Learning Engineer (AWS AI/ML),AWS AI/ML,machine learning engineer,unknown,unknown,unknown,ml_ai
Machine Learning Engineer,BayOne Solutions,,2025-09-23,07:20:16,Machine Learning Engineer,,machine learning engineer,unknown,unknown,unknown,ml_ai
Sr. Data Scientist,Applore Technologies,"Bengaluru, Karnataka, India",2025-09-23,07:20:16,Sr. Data Scientist,,sr data scientist,senior,unknown,unknown,data_science
Senior Data Scientist II,Ericsson,"Bengaluru, Karnataka, India",2025-09-23,07:20:16,Senior Data Scientist II,,senior data scientist ii,senior,unknown,unknown,data_science
Specialist I - DevOps Engineering,UST,"Trivandrum, Kerala, India",2025-09-23,07:20:16,Specialist I - DevOps Engineering,,specialist i devops engineering,unknown,unknown,unknown,devops_sre
AWS Data Engineer,MapMyBusiness,,2025-09-23,07:20:16,AWS Data Engineer,,aws data engineer,unknown,unknown,unknown,data_engineering
AI Engineer / ML Engineer (2–4 yrs),Nexoria Techworks Inc.,"Bengaluru, Karnataka, India",2025-09-23,07:39:15,AI Engineer / ML Engineer (2–4 yrs),2–4 yrs,ai engineer ml engineer,unknown,unknown,unknown,ml_ai
Metadata Analyst,ExxonMobil,"KA, IN",2025-09-23,08:27:11,Metadata Analyst,,metadata analyst,unknown,unknown,unknown,other
Advanced AI Researchers & Engineers,JohnTuringWatson (JTW) Software Solutions,"Kochi, Kerala, India",2025-09-23,08:27:11,Advanced AI Researchers & Engineers,,advanced ai researchers engineers,unknown,unknown,unknown,ml_ai
GEN AI Engineer,EY,"Kochi, Kerala, India",2025-09-23,08:27:11,GEN AI Engineer,,gen ai engineer,unknown,unknown,unknown,ml_ai
GEN AI Engineer,EY,"Trivandrum, Kerala, India",2025-09-23,08:27:11,GEN AI Engineer,,gen ai engineer,unknown,unknown,unknown,ml_ai
Agentic AI Engineer (Google Agentspace),techolution,"Hyderabad, Telangana, India",2025-09-23,08:27:11,Agentic AI Engineer (Google Agentspace),Google Agentspace,agentic ai engineer,unknown,unknown,unknown,ml_ai
Senior Data Scientist II,Ericsson-Worldwide,"KA, IN",2025-09-23,09:22:19,Senior Data Scientist II,,senior data scientist ii,senior,unknown,unknown,data_science
"STAFF, DATA SCIENTIST",Walmart Global Tech India,"Bengaluru, Karnataka, India",2025-09-23,09:22:19,"STAFF, DATA SCIENTIST",,staff data scientist,senior,unknown,unknown,data_science
"WordPress, Elementor and AI Developer",Lead Scaleya,,2025-09-23,09:22:19,"WordPress, Elementor and AI Developer",,wordpress elementor and ai developer,unknown,unknown,unknown,ml_ai
AI Engineer (Agentic AI),Uplers,"Delhi, India",2025-09-23,09:41:11,AI Engineer (Agentic AI),Agentic AI,ai engineer,unknown,unknown,unknown,ml_ai
Machine Learning Engineer,Netradyne,"Bengaluru, Karnataka, India",2025-09-23,10:21:19,Machine Learning Engineer,,machine learning engineer,unknown,unknown,unknown,ml_ai
AI Engineer Intern,AlgorithmX,"Gurugram, Haryana, India",2025-09-23,10:21:19,AI Engineer Intern,,ai engineer intern,intern,unknown,unknown,ml_ai
Sr.AI Computer Vision Engineer,Ezio Solutions,"TN, IN",2025-09-23,10:42:42,Sr.AI Computer Vision Engineer,,sr ai computer vision engineer,senior,unknown,unknown,ml_ai
AI Engineer,Carifer Technologies,"TN, IN",2025-09-23,10:42:42,AI Engineer,,ai engineer,unknown,unknown,unknown,ml_ai
AI Engineer,Enerture Technologies Pvt Ltd,"Gurugram, Haryana, India",2025-09-23,10:42:42,AI Engineer,,ai engineer,unknown,unknown,unknown,ml_ai
AI/ML/NLP Engineer,NinjaTech,"Ahmedabad, Gujarat, India",2025-09-23,10:42:42,AI/ML/NLP Engineer,,ai ml nlp engineer,unknown,unknown,unknown,ml_ai
Senior Data Engineer,Netradyne,"Bengaluru, Karnataka, India",2025-09-23,10:42:42,Senior Data Engineer,,senior data engineer,senior,unknown,unknown,data_engineering
Data Scientist,Employvision Inc.,"Bangalore Urban, Karnataka, India",2025-09-23,11:16:50,Data Scientist,,data scientist,unknown,unknown,unknown,data_science
AGENTIC AI ENGINEER,Life at FlytBase,"Pune, Maharashtra, India",2025-09-23,11:16:50,AGENTIC AI ENGINEER,,agentic ai engineer,unknown,unknown,unknown,ml_ai
Robot AI Researcher – Advanced Robotics,Addverb Technologies Pvt. Ltd.,IN,2025-09-23,11:38:45,Robot AI Researcher – Advanced Robotics,,robot ai researcher advanced robotics,unknown,unknown,unknown,ml_ai
AI Developer,Mindible,,2025-09-23,11:38:45,AI Developer,,ai developer,unknown,unknown,unknown,ml_ai
Machine Learning Engineer (English),"ROMS, Inc","Mumbai, Maharashtra, India",2025-09-23,11:38:45,Machine Learning Engineer (English),English,machine learning engineer,unknown,unknown,unknown,ml_ai
Lead AI Developer,Dentsu Global Services,"Pune, Maharashtra, India",2025-09-23,11:38:45,Lead AI Developer,,lead ai developer,senior,unknown,unknown,ml_ai
Lead AI Developer,Dentsu Global Services,"Gurugram, Haryana, India",2025-09-23,11:38:45,Lead AI Developer,,lead ai developer,senior,unknown,unknown,ml_ai
"AI Developer (Deep Learning, Computer Vision & Agentic AI) - Immediate Joiners",Blue Cloud Softech Solutions Limited,"Bangalore Urban, Karnataka, India",2025-09-23,12:41:42,"AI Developer (Deep Learning, Computer Vision & Agentic AI) - Immediate Joiners","Deep Learning, Computer Vision & Agentic AI",ai developer immediate,unknown,unknown,unknown,ml_ai
Data & AI Engineer,Vanderlande,"Pune, Maharashtra, India",2025-09-23,12:41:42,Data & AI Engineer,,data ai engineer,unknown,unknown,unknown,ml_ai
"AI Engineer | Leadership in Machine Learning, Data Science & AI Innovation",Synechron,"Bengaluru East, Karnataka, India",2025-09-23,12:41:42,"AI Engineer | Leadership in Machine Learning, Data Science & AI Innovation",,ai engineer leadership in machine learning data science ai innovation,unknown,unknown,unknown,ml_ai
Lead AI Developer,dentsu,"Mumbai, Maharashtra, India",2025-09-23,12:41:42,Lead AI Developer,,lead ai developer,senior,unknown,unknown,ml_ai
IN-Senior Manager _Data Scientist + Gen AI_ Data & Analytics_ Advisory_ Bangalore,PwC India,"Bengaluru, Karnataka, India",2025-09-23,12:41:42,IN-Senior Manager _Data Scientist + Gen AI_ Data & Analytics_ Advisory_ Bangalore,,in senior manager data scientist gen ai data analytics advisory bangalore,senior,unknown,unknown,ml_ai
Associate Director - Data Scientist,Firstsource,,2025-09-23,12:41:42,Associate Director - Data Scientist,,associate director data scientist,senior,unknown,unknown,data_science
"AI Engineer / Senior AI Engineer, India - BCG X",BCG X,,2025-09-23,13:29:59,"AI Engineer / Senior AI Engineer, India - BCG X",,ai engineer senior ai engineer india bcg x,senior,unknown,unknown,ml_ai
Lead Data Scientist,The House of Rare,"Bengaluru, Karnataka, India",2025-09-23,13:29:59,Lead Data Scientist,,lead data scientist,senior,unknown,unknown,data_science
Geospatial AI Engineer – Defense Intelligence Systems,Auric AI Labs,"Bengaluru, Karnataka, India",2025-09-23,13:29:59,Geospatial AI Engineer – Defense Intelligence Systems,,geospatial ai engineer defense intelligence systems,unknown,unknown,unknown,ml_ai
Full stack Gen AI Engineer - Sr Associate,PwC Acceleration Center India,"Bengaluru, Karnataka, India",2025-09-23,13:29:59,Full stack Gen AI Engineer - Sr Associate,,full stack gen ai engineer sr associate,senior,unknown,unknown,ml_ai
Lead Machine Learning Engineer,ZOOP,"Pune, Maharashtra, India",2025-09-23,13:47:32,Lead Machine Learning Engineer,,lead machine learning engineer,senior,unknown,unknown,ml_ai
Lead Data Scientist,The House of Rare,"Bengaluru, Karnataka, India",2025-09-23,13:47:32,Lead Data Scientist,,lead data scientist,senior,unknown,unknown,data_science
AI/ML & Gen AI Developer,Alldigi Tech,"Chennai, Tamil Nadu, India",2025-09-23,14:20:26,AI/ML & Gen AI Developer,,ai ml gen ai developer,unknown,unknown,unknown,ml_ai
Machine Learning Engineer,Ampstek,"Hyderabad, Telangana, India",2025-09-23,14:20:26,Machine Learning Engineer,,machine learning engineer,unknown,unknown,unknown,ml_ai
Machine Learning Engineer,Excellent Mirror,"Patna, Bihar, India",2025-09-23,14:20:26,Machine Learning Engineer,,machine learning engineer,unknown,unknown,unknown,ml_ai
Data Analytics and Applied AI Engineer- DFT Methodology,NVIDIA,"Bengaluru, Karnataka, India",2025-09-23,14:20:26,Data Analytics and Applied AI Engineer- DFT Methodology,,data analytics and applied ai engineer dft methodology,unknown,unknown,unknown,ml_ai
DevOps Lead Engineer,Ryan Specialty Group,"MH, IN",2025-09-23,16:26:31,DevOps Lead Engineer,,devops lead engineer,senior,unknown,unknown,devops_sre
