title,company,location,scrape_date,scrape_time,title_raw,paren_raw,title_clean,seniority,work_mode,employment_type,role_group
AI Engineer,ISITCA PRIVATE LIMITED,"New Delhi, Delhi, India",2025-09-23,16:46:42,AI Engineer,,ai engineer,unknown,unknown,unknown,ml_ai
Sr. Computer Vision and Machine Learning Engineer,Codvo.ai,,2025-09-23,17:26:34,Sr. Computer Vision and Machine Learning Engineer,,sr computer vision and machine learning engineer,senior,unknown,unknown,ml_ai
Machine Learning Engineer,World Salon,,2025-09-23,17:38:41,Machine Learning Engineer,,machine learning engineer,unknown,unknown,unknown,ml_ai
Computer Vision Engineer,Infosys,"Bengaluru East, Karnataka, India",2025-09-23,18:30:38,Computer Vision Engineer,,computer vision engineer,unknown,unknown,unknown,ml_ai
Senior AI Engineer (Remote I Immediate Joiners),Perimattic,,2025-09-23,18:30:38,Senior AI Engineer (Remote I Immediate Joiners),Remote I Immediate Joiners,senior ai engineer,senior,remote,unknown,ml_ai
Sr. Machine Learning Engineer,"Prodege, LLC","Pune, Maharashtra, India",2025-09-23,18:30:38,Sr. Machine Learning Engineer,,sr machine learning engineer,senior,unknown,unknown,ml_ai
Senior Data Scientist,Hero Moto Corp,"KA, IN",2025-09-23,18:50:41,Senior Data Scientist,,senior data scientist,senior,unknown,unknown,data_science
AI Engineer,Uplers,"Kochi, Kerala, India",2025-09-23,18:50:41,AI Engineer,,ai engineer,unknown,unknown,unknown,ml_ai
AI Engineer,Uplers,"Madurai, Tamil Nadu, India",2025-09-23,18:50:41,AI Engineer,,ai engineer,unknown,unknown,unknown,ml_ai
AI Engineer,Uplers,"Pune, Maharashtra, India",2025-09-23,18:50:41,AI Engineer,,ai engineer,unknown,unknown,unknown,ml_ai
AI Engineer,Uplers,"Bengaluru, Karnataka, India",2025-09-23,18:50:41,AI Engineer,,ai engineer,unknown,unknown,unknown,ml_ai
AI Engineer,Uplers,"Jamshedpur, Jharkhand, India",2025-09-23,18:50:41,AI Engineer,,ai engineer,unknown,unknown,unknown,ml_ai
AI Engineer,Uplers,"Hyderabad, Telangana, India",2025-09-23,18:50:41,AI Engineer,,ai engineer,unknown,unknown,unknown,ml_ai
AI Engineer,Uplers,"Indore, Madhya Pradesh, India",2025-09-23,18:50:41,AI Engineer,,ai engineer,unknown,unknown,unknown,ml_ai
AI Engineer,Uplers,,2025-09-23,18:50:41,AI Engineer,,ai engineer,unknown,unknown,unknown,ml_ai
AI Engineer,Uplers,"Maharashtra, India",2025-09-23,18:50:41,AI Engineer,,ai engineer,unknown,unknown,unknown,ml_ai
AI Engineer,Uplers,"Nagpur, Maharashtra, India",2025-09-23,18:50:41,AI Engineer,,ai engineer,unknown,unknown,unknown,ml_ai
AI Engineer,Uplers,"Thane, Maharashtra, India",2025-09-23,18:50:41,AI Engineer,,ai engineer,unknown,unknown,unknown,ml_ai
AI Engineer,Uplers,"Bhopal, Madhya Pradesh, India",2025-09-23,18:50:41,AI Engineer,,ai engineer,unknown,unknown,unknown,ml_ai
AI Engineer,Uplers,"Dehradun, Uttarakhand, India",2025-09-23,18:50:41,AI Engineer,,ai engineer,unknown,unknown,unknown,ml_ai
AI Engineer,Uplers,"Ranchi, Jharkhand, India",2025-09-23,18:50:41,AI Engineer,,ai engineer,unknown,unknown,unknown,ml_ai
AI Engineer,Uplers,"Patna, Bihar, India",2025-09-23,18:50:41,AI Engineer,,ai engineer,unknown,unknown,unknown,ml_ai
AI Engineer,Uplers,"Guwahati, Assam, India",2025-09-23,18:50:41,AI Engineer,,ai engineer,unknown,unknown,unknown,ml_ai
Senior AI Engineer – Generative Video,Uplers,"Visakhapatnam Rural mandal, India",2025-09-23,18:50:41,Senior AI Engineer – Generative Video,,senior ai engineer generative video,senior,unknown,unknown,ml_ai
Senior AI Engineer – Generative Video,Uplers,"Kochi, Kerala, India",2025-09-23,18:50:41,Senior AI Engineer – Generative Video,,senior ai engineer generative video,senior,unknown,unknown,ml_ai
Senior AI Engineer – Generative Video,Uplers,"Vijayawada, Andhra Pradesh, India",2025-09-23,18:50:41,Senior AI Engineer – Generative Video,,senior ai engineer generative video,senior,unknown,unknown,ml_ai
Senior AI Engineer – Generative Video,Uplers,"Madurai, Tamil Nadu, India",2025-09-23,18:50:41,Senior AI Engineer – Generative Video,,senior ai engineer generative video,senior,unknown,unknown,ml_ai
Senior AI Engineer – Generative Video,Uplers,"Chennai, Tamil Nadu, India",2025-09-23,18:50:41,Senior AI Engineer – Generative Video,,senior ai engineer generative video,senior,unknown,unknown,ml_ai
Senior AI Engineer – Generative Video,Uplers,"Hyderabad, Telangana, India",2025-09-23,18:50:41,Senior AI Engineer – Generative Video,,senior ai engineer generative video,senior,unknown,unknown,ml_ai
Senior AI Engineer – Generative Video,Uplers,"Thiruvananthapuram, Kerala, India",2025-09-23,18:50:41,Senior AI Engineer – Generative Video,,senior ai engineer generative video,senior,unknown,unknown,ml_ai
Senior AI Engineer – Generative Video,Uplers,"Mysore, Karnataka, India",2025-09-23,18:50:41,Senior AI Engineer – Generative Video,,senior ai engineer generative video,senior,unknown,unknown,ml_ai
Senior AI Engineer – Generative Video,Uplers,"Bengaluru, Karnataka, India",2025-09-23,18:50:41,Senior AI Engineer – Generative Video,,senior ai engineer generative video,senior,unknown,unknown,ml_ai
Senior AI Engineer – Generative Video,Uplers,"Indore, Madhya Pradesh, India",2025-09-23,18:50:41,Senior AI Engineer – Generative Video,,senior ai engineer generative video,senior,unknown,unknown,ml_ai
Sr. Data Scientist with Computer Vision Experience,Nityo Infotech,"Bengaluru, Karnataka, India",2025-09-23,19:16:48,Sr. Data Scientist with Computer Vision Experience,,sr data scientist with computer vision experience,senior,unknown,unknown,ml_ai
Applied AI Engineer,Uplers,"Bengaluru, Karnataka, India",2025-09-23,19:16:48,Applied AI Engineer,,applied ai engineer,unknown,unknown,unknown,ml_ai
AI Engineer,Uplers,"Thiruvananthapuram, Kerala, India",2025-09-23,19:16:48,AI Engineer,,ai engineer,unknown,unknown,unknown,ml_ai
AI Engineer,Uplers,"Ahmedabad, Gujarat, India",2025-09-23,19:16:48,AI Engineer,,ai engineer,unknown,unknown,unknown,ml_ai
AI Engineer,Uplers,"Coimbatore, Tamil Nadu, India",2025-09-23,19:16:48,AI Engineer,,ai engineer,unknown,unknown,unknown,ml_ai
AI Engineer,Uplers,"Cuttack, Odisha, India",2025-09-23,19:16:48,AI Engineer,,ai engineer,unknown,unknown,unknown,ml_ai
AI Engineer,Uplers,"Aurangabad, Maharashtra, India",2025-09-23,19:16:48,AI Engineer,,ai engineer,unknown,unknown,unknown,ml_ai
AI Engineer,Uplers,"Vellore, Tamil Nadu, India",2025-09-23,19:16:48,AI Engineer,,ai engineer,unknown,unknown,unknown,ml_ai
AI Engineer,Uplers,"Bhubaneswar, Odisha, India",2025-09-23,19:16:48,AI Engineer,,ai engineer,unknown,unknown,unknown,ml_ai
AI Engineer,Uplers,"Vijayawada, Andhra Pradesh, India",2025-09-23,19:16:48,AI Engineer,,ai engineer,unknown,unknown,unknown,ml_ai
AI Engineer,Uplers,"Surat, Gujarat, India",2025-09-23,19:16:48,AI Engineer,,ai engineer,unknown,unknown,unknown,ml_ai
AI Engineer,Uplers,"Raipur, Chhattisgarh, India",2025-09-23,19:16:48,AI Engineer,,ai engineer,unknown,unknown,unknown,ml_ai
Lead Machine Learning Engineer,Uplers,"Bengaluru, Karnataka, India",2025-09-23,19:16:48,Lead Machine Learning Engineer,,lead machine learning engineer,senior,unknown,unknown,ml_ai
Senior AI Engineer – Generative Video,Uplers,,2025-09-23,19:16:48,Senior AI Engineer – Generative Video,,senior ai engineer generative video,senior,unknown,unknown,ml_ai
Senior AI Engineer – Generative Video,Uplers,"Ahmedabad, Gujarat, India",2025-09-23,19:16:48,Senior AI Engineer – Generative Video,,senior ai engineer generative video,senior,unknown,unknown,ml_ai
Data Scientist,Yochana,"Hyderabad, Telangana, India",2025-09-23,19:37:56,Data Scientist,,data scientist,unknown,unknown,unknown,data_science
AI Engineer,Uplers,"Visakhapatnam Rural mandal, India",2025-09-23,19:37:56,AI Engineer,,ai engineer,unknown,unknown,unknown,ml_ai
AI Engineer,Uplers,"Nashik, Maharashtra, India",2025-09-23,19:37:56,AI Engineer,,ai engineer,unknown,unknown,unknown,ml_ai
AI Engineer,Uplers,"Sadar, Uttar Pradesh, India",2025-09-23,19:37:56,AI Engineer,,ai engineer,unknown,unknown,unknown,ml_ai
Senior AI Engineer - Remote Work | REF#285311,BairesDev,"Bengaluru, Karnataka, India",2025-09-23,23:37:58,Senior AI Engineer - Remote Work | REF#285311,,senior ai engineer remote work ref 285311,senior,remote,unknown,ml_ai
RBHU Analytics - Data Scientist - Machine Learning,ETG India,"Navi Mumbai, Maharashtra, India",2025-09-24,01:37:35,RBHU Analytics - Data Scientist - Machine Learning,,rbhu analytics data scientist machine learning,unknown,unknown,unknown,ml_ai
Machine Learning Engineer,Cyanous Software Private Limited,,2025-09-24,01:37:35,Machine Learning Engineer,,machine learning engineer,unknown,unknown,unknown,ml_ai
Artificial Intelligence/Machine Learning Engineer - LLM Models,Team Computers,"Bengaluru, Karnataka, India",2025-09-24,01:37:35,Artificial Intelligence/Machine Learning Engineer - LLM Models,,artificial intelligence machine learning engineer llm models,unknown,unknown,unknown,ml_ai
AI developer intern,Ropeli AI,"Noida, Uttar Pradesh, India",2025-09-24,01:37:35,AI developer intern,,ai developer intern,intern,unknown,unknown,ml_ai
VUPICO - Agentic AI Developer - Java,VUPICO,,2025-09-24,01:37:35,VUPICO - Agentic AI Developer - Java,,vupico agentic ai developer java,unknown,unknown,unknown,ml_ai
Machine Learning Engineer,Friday AI,"Hyderabad, Telangana, India",2025-09-24,03:00:01,Machine Learning Engineer,,machine learning engineer,unknown,unknown,unknown,ml_ai
Lead Data Scientist,Hirenza,,2025-09-24,03:00:01,Lead Data Scientist,,lead data scientist,senior,unknown,unknown,data_science
Python- AI Specialist (3+ Years),Awign,"Mumbai, Maharashtra, India",2025-09-24,04:24:22,Python- AI Specialist (3+ Years),3+ Years,python ai specialist,unknown,unknown,unknown,ml_ai
Machine Learning Engineer,MIT Academy,"MH, IN",2025-09-24,04:43:17,Machine Learning Engineer,,machine learning engineer,unknown,unknown,unknown,ml_ai
Gen AI Engineer,Valuebound,"Bengaluru, Karnataka, India",2025-09-24,04:43:17,Gen AI Engineer,,gen ai engineer,unknown,unknown,unknown,ml_ai
Gen AI Engineer,Office Solution AI Labs,,2025-09-24,05:19:55,Gen AI Engineer,,gen ai engineer,unknown,unknown,unknown,ml_ai
Google Cloud  Devops Engineer/ Google Cloud SRE Engineer - Remote Work,techolution,,2025-09-24,05:19:55,Google Cloud  Devops Engineer/ Google Cloud SRE Engineer - Remote Work,,google cloud devops engineer google cloud sre engineer remote work,unknown,remote,unknown,devops_sre
Machine Learning Engineer,Recro,"Bengaluru, Karnataka, India",2025-09-24,05:40:36,Machine Learning Engineer,,machine learning engineer,unknown,unknown,unknown,ml_ai
AI & Machine Learning Engineer,Onelab Ventures,"Pune, Maharashtra, India",2025-09-24,05:40:36,AI & Machine Learning Engineer,,ai machine learning engineer,unknown,unknown,unknown,ml_ai
Senior AI Engineer,Swift Strategic Solutions Inc,"Pune, Maharashtra, India",2025-09-24,05:40:36,Senior AI Engineer,,senior ai engineer,senior,unknown,unknown,ml_ai
AI Engineer,Uplers,"Delhi, India",2025-09-24,05:40:36,AI Engineer,,ai engineer,unknown,unknown,unknown,ml_ai
DevOps Engineer,Techify Solutions Pvt Ltd,"GJ, IN",2025-09-24,06:31:06,DevOps Engineer,,devops engineer,unknown,unknown,unknown,devops_sre
AI Engineer (Automotive),Infosys,"Bengaluru East, Karnataka, India",2025-09-24,06:31:06,AI Engineer (Automotive),Automotive,ai engineer,unknown,unknown,unknown,ml_ai
Gen AI Engineer,Office Solution AI Labs,,2025-09-24,06:31:06,Gen AI Engineer,,gen ai engineer,unknown,unknown,unknown,ml_ai
AI Specialist,Systems Plus Transformations,"Pune, Maharashtra, India",2025-09-24,06:31:06,AI Specialist,,ai specialist,unknown,unknown,unknown,ml_ai
Full-Stack Machine Learning Engineer (FastAPI + Deep Learning),DeepEdge,"Hyderabad, Telangana, India",2025-09-24,06:31:06,Full-Stack Machine Learning Engineer (FastAPI + Deep Learning),FastAPI + Deep Learning,full stack machine learning engineer,unknown,unknown,unknown,ml_ai
Senior AI Engineer - Tier 1 Preferred,Darwix AI,"Gurugram, Haryana, India",2025-09-24,06:31:06,Senior AI Engineer - Tier 1 Preferred,,senior ai engineer tier 1 preferred,senior,unknown,unknown,ml_ai
AI Engineer – LLM Integration & Platform Observability,HTC Global Services,"Bangalore Urban, Karnataka, India",2025-09-24,06:31:06,AI Engineer – LLM Integration & Platform Observability,,ai engineer llm integration platform observability,unknown,unknown,unknown,ml_ai
Data Scientist,SAP,"HR, IN",2025-09-24,07:20:06,Data Scientist,,data scientist,unknown,unknown,unknown,data_science
Senior Data Scientist,Truecaller,"KA, IN",2025-09-24,07:20:06,Senior Data Scientist,,senior data scientist,senior,unknown,unknown,data_science
Data Scientist,NTek Software Solutions,"Bengaluru, Karnataka, India",2025-09-24,07:20:06,Data Scientist,,data scientist,unknown,unknown,unknown,data_science
Data Scientist/AI Developer,SolarSquare,"Mumbai, Maharashtra, India",2025-09-24,07:20:06,Data Scientist/AI Developer,,data scientist ai developer,unknown,unknown,unknown,ml_ai
Python/Gen AI Developer,LION AND ELEPHANTS,"Coimbatore, Tamil Nadu, India",2025-09-24,07:20:06,Python/Gen AI Developer,,python gen ai developer,unknown,unknown,unknown,ml_ai
Sr AI Engineer,JustHr,"Bengaluru, Karnataka, India",2025-09-24,07:20:06,Sr AI Engineer,,sr ai engineer,senior,unknown,unknown,ml_ai
Senior Machine Learning/ NLP Engineer,Unisys,"Bangalore Urban, Karnataka, India",2025-09-24,07:20:06,Senior Machine Learning/ NLP Engineer,,senior machine learning nlp engineer,senior,unknown,unknown,ml_ai
Sr. AI Engineer,TekIT Software Solutions Pvt. Ltd. (India & USA),"Gurgaon Rural, Haryana, India",2025-09-24,07:20:06,Sr. AI Engineer,,sr ai engineer,senior,unknown,unknown,ml_ai
Machine Learning Engineer,Finarkein,"Pune, Maharashtra, India",2025-09-24,07:39:39,Machine Learning Engineer,,machine learning engineer,unknown,unknown,unknown,ml_ai
Machine Learning Engineer,ServiceNow,"Hyderabad, Telangana, India",2025-09-24,07:39:39,Machine Learning Engineer,,machine learning engineer,unknown,unknown,unknown,ml_ai
Python & AI Developer Intern - Unpaid (AI and ML),STELLE,"Delhi, India",2025-09-24,07:39:39,Python & AI Developer Intern - Unpaid (AI and ML),AI and ML,python ai developer intern unpaid,intern,unknown,unknown,ml_ai
Machine Learning Engineer,ValueLabs,,2025-09-24,08:27:54,Machine Learning Engineer,,machine learning engineer,unknown,unknown,unknown,ml_ai
Gen AI Engineer,Office Solution AI Labs,,2025-09-24,08:27:54,Gen AI Engineer,,gen ai engineer,unknown,unknown,unknown,ml_ai
Senior Machine Learning Engineer,"Cloudely, Inc","Bengaluru, Karnataka, India",2025-09-24,08:27:54,Senior Machine Learning Engineer,,senior machine learning engineer,senior,unknown,unknown,ml_ai
Machine Learning Engineer,PAPASIDDHI,"Udaipur, Rajasthan, India",2025-09-24,08:27:54,Machine Learning Engineer,,machine learning engineer,unknown,unknown,unknown,ml_ai
"Lead Data Scientist (ML, Agentic AI, LLM)",HERE Technologies,"Mumbai, Maharashtra, India",2025-09-24,09:22:29,"Lead Data Scientist (ML, Agentic AI, LLM)","ML, Agentic AI, LLM",lead data scientist,senior,unknown,unknown,data_science
Data Analysts (PowerBI)  Business Intelligence Engineer,VAM Systems,"Hyderabad, Telangana, India",2025-09-24,09:22:29,Data Analysts (PowerBI)  Business Intelligence Engineer,PowerBI,data analysts business intelligence engineer,unknown,unknown,unknown,analyst_bi
GEN AI Developer,Timus Consulting Services,"Bengaluru, Karnataka, India",2025-09-24,09:41:44,GEN AI Developer,,gen ai developer,unknown,unknown,unknown,ml_ai
VP Mgr-Data Engineering,Moody's Corporation,"Bengaluru, Karnataka, India",2025-09-24,10:21:16,VP Mgr-Data Engineering,,vp mgr data engineering,senior,unknown,unknown,data_engineering
Computer Vision Engineer,Thinkneural AI,"Thiruvananthapuram Taluk, India",2025-09-24,11:16:55,Computer Vision Engineer,,computer vision engineer,unknown,unknown,unknown,ml_ai
Senior Machine Learning Engineer,Track3D,"Hyderabad, Telangana, India",2025-09-24,11:16:55,Senior Machine Learning Engineer,,senior machine learning engineer,senior,unknown,unknown,ml_ai
Machine Learning Engineer,Uplers,,2025-09-24,11:38:14,Machine Learning Engineer,,machine learning engineer,unknown,unknown,unknown,ml_ai
Data Scientist,CG-VAK Software & Exports Ltd.,"Bengaluru, Karnataka, India",2025-09-24,12:42:09,Data Scientist,,data scientist,unknown,unknown,unknown,data_science
AI Developer,Nemetschek Group,"Hyderabad, Telangana, India",2025-09-24,12:42:09,AI Developer,,ai developer,unknown,unknown,unknown,ml_ai
AI Developer / Data Scientist,Awign,"Tamil Nadu, India",2025-09-24,12:42:09,AI Developer / Data Scientist,,ai developer data scientist,unknown,unknown,unknown,ml_ai
Customer Data Analyst,Netradyne,"Bengaluru, Karnataka, India",2025-09-24,12:42:09,Customer Data Analyst,,customer data analyst,unknown,unknown,unknown,analyst_bi
Senior AI Engineer (Remote I Immediate Joiners),Perimattic,,2025-09-24,12:42:09,Senior AI Engineer (Remote I Immediate Joiners),Remote I Immediate Joiners,senior ai engineer,senior,remote,unknown,ml_ai
AI Developer,Amantya Technologies,"Gurugram, Haryana, India",2025-09-24,12:42:09,AI Developer,,ai developer,unknown,unknown,unknown,ml_ai
Data Engineer,Micron Technology,"TS, IN",2025-09-24,13:29:51,Data Engineer,,data engineer,unknown,unknown,unknown,data_engineering
Senior Backend and DevOps Developer,Webnyay,"UP, IN",2025-09-24,13:29:51,Senior Backend and DevOps Developer,,senior backend and devops developer,senior,unknown,unknown,devops_sre
Computer Vision Engineer,Recro,,2025-09-24,13:29:51,Computer Vision Engineer,,computer vision engineer,unknown,unknown,unknown,ml_ai
AI & Machine Learning Engineer-1,Onelab Ventures,"Pune, Maharashtra, India",2025-09-24,13:29:51,AI & Machine Learning Engineer-1,,ai machine learning engineer 1,unknown,unknown,unknown,ml_ai
Gen AI Engineer,Zensar Technologies,"Karnataka, India",2025-09-24,13:29:51,Gen AI Engineer,,gen ai engineer,unknown,unknown,unknown,ml_ai
Senior Core AI Engineer,Calix,"Bengaluru, Karnataka, India",2025-09-24,14:18:43,Senior Core AI Engineer,,senior core ai engineer,senior,unknown,unknown,ml_ai
Staff Data Scientist,Warner Bros. Discovery,"Hyderabad, Telangana, India",2025-09-24,14:18:43,Staff Data Scientist,,staff data scientist,senior,unknown,unknown,data_science
Databricks AI Engineer,OneMagnify,"Chennai, Tamil Nadu, India",2025-09-24,14:18:43,Databricks AI Engineer,,databricks ai engineer,unknown,unknown,unknown,data_engineering
