,title,company,location,scrape_date,scrape_time
1133,Lead AI Developer,Dentsu Global Services,"Gurugram, Haryana, India",2025-09-23,11:38:45
1134,"AI Developer (Deep Learning, Computer Vision & Agentic AI) - Immediate Joiners",Blue Cloud Softech Solutions Limited,"Bangalore Urban, Karnataka, India",2025-09-23,12:41:42
1135,Data & AI Engineer,Vanderlande,"Pune, Maharashtra, India",2025-09-23,12:41:42
1136,"AI Engineer | Leadership in Machine Learning, Data Science & AI Innovation",Synechron,"Bengaluru East, Karnataka, India",2025-09-23,12:41:42
1137,Lead AI Developer,dentsu,"Mumbai, Maharashtra, India",2025-09-23,12:41:42
1138,IN-Senior Manager _Data Scientist + Gen AI_ Data & Analytics_ Advisory_ Bangalore,PwC India,"Bengaluru, Karnataka, India",2025-09-23,12:41:42
1139,Associate Director - Data Scientist,Firstsource,,2025-09-23,12:41:42
1140,"AI Engineer / Senior AI Engineer, India - BCG X",BCG X,,2025-09-23,13:29:59
1141,Lead Data Scientist,The House of Rare,"Bengaluru, Karnataka, India",2025-09-23,13:29:59
1142,Geospatial AI Engineer – Defense Intelligence Systems,Auric AI Labs,"Bengaluru, Karnataka, India",2025-09-23,13:29:59
1143,Full stack Gen AI Engineer - Sr Associate,PwC Acceleration Center India,"Bengaluru, Karnataka, India",2025-09-23,13:29:59
1144,Lead Machine Learning Engineer,ZOOP,"Pune, Maharashtra, India",2025-09-23,13:47:32
1145,Lead Data Scientist,The House of Rare,"Bengaluru, Karnataka, India",2025-09-23,13:47:32
1146,AI/ML & Gen AI Developer,Alldigi Tech,"Chennai, Tamil Nadu, India",2025-09-23,14:20:26
1147,Machine Learning Engineer,Ampstek,"Hyderabad, Telangana, India",2025-09-23,14:20:26
1148,Machine Learning Engineer,Excellent Mirror,"Patna, Bihar, India",2025-09-23,14:20:26
1149,Data Analytics and Applied AI Engineer- DFT Methodology,NVIDIA,"Bengaluru, Karnataka, India",2025-09-23,14:20:26
1150,DevOps Lead Engineer,Ryan Specialty Group,"MH, IN",2025-09-23,16:26:31
1151,AI Engineer,ISITCA PRIVATE LIMITED,"New Delhi, Delhi, India",2025-09-23,16:46:42
1152,Sr. Computer Vision and Machine Learning Engineer,Codvo.ai,,2025-09-23,17:26:34
1153,Machine Learning Engineer,World Salon,,2025-09-23,17:38:41
1154,Computer Vision Engineer,Infosys,"Bengaluru East, Karnataka, India",2025-09-23,18:30:38
1155,Senior AI Engineer (Remote I Immediate Joiners),Perimattic,,2025-09-23,18:30:38
1156,Sr. Machine Learning Engineer,"Prodege, LLC","Pune, Maharashtra, India",2025-09-23,18:30:38
1157,Senior Data Scientist,Hero Moto Corp,"KA, IN",2025-09-23,18:50:41
1158,AI Engineer,Uplers,"Kochi, Kerala, India",2025-09-23,18:50:41
1159,AI Engineer,Uplers,"Madurai, Tamil Nadu, India",2025-09-23,18:50:41
1160,AI Engineer,Uplers,"Pune, Maharashtra, India",2025-09-23,18:50:41
1161,AI Engineer,Uplers,"Bengaluru, Karnataka, India",2025-09-23,18:50:41
1162,AI Engineer,Uplers,"Jamshedpur, Jharkhand, India",2025-09-23,18:50:41
1163,AI Engineer,Uplers,"Hyderabad, Telangana, India",2025-09-23,18:50:41
1164,AI Engineer,Uplers,"Indore, Madhya Pradesh, India",2025-09-23,18:50:41
1165,AI Engineer,Uplers,,2025-09-23,18:50:41
1166,AI Engineer,Uplers,"Maharashtra, India",2025-09-23,18:50:41
1167,AI Engineer,Uplers,"Nagpur, Maharashtra, India",2025-09-23,18:50:41
1168,AI Engineer,Uplers,"Thane, Maharashtra, India",2025-09-23,18:50:41
1169,AI Engineer,Uplers,"Bhopal, Madhya Pradesh, India",2025-09-23,18:50:41
1170,AI Engineer,Uplers,"Dehradun, Uttarakhand, India",2025-09-23,18:50:41
1171,AI Engineer,Uplers,"Ranchi, Jharkhand, India",2025-09-23,18:50:41
1172,AI Engineer,Uplers,"Patna, Bihar, India",2025-09-23,18:50:41
1173,AI Engineer,Uplers,"Guwahati, Assam, India",2025-09-23,18:50:41
1174,Senior AI Engineer – Generative Video,Uplers,"Visakhapatnam Rural mandal, India",2025-09-23,18:50:41
1175,Senior AI Engineer – Generative Video,Uplers,"Kochi, Kerala, India",2025-09-23,18:50:41
1176,Senior AI Engineer – Generative Video,Uplers,"Vijayawada, Andhra Pradesh, India",2025-09-23,18:50:41
1177,Senior AI Engineer – Generative Video,Uplers,"Madurai, Tamil Nadu, India",2025-09-23,18:50:41
1178,Senior AI Engineer – Generative Video,Uplers,"Chennai, Tamil Nadu, India",2025-09-23,18:50:41
1179,Senior AI Engineer – Generative Video,Uplers,"Hyderabad, Telangana, India",2025-09-23,18:50:41
1180,Senior AI Engineer – Generative Video,Uplers,"Thiruvananthapuram, Kerala, India",2025-09-23,18:50:41
1181,Senior AI Engineer – Generative Video,Uplers,"Mysore, Karnataka, India",2025-09-23,18:50:41
1182,Senior AI Engineer – Generative Video,Uplers,"Bengaluru, Karnataka, India",2025-09-23,18:50:41
1183,Senior AI Engineer – Generative Video,Uplers,"Indore, Madhya Pradesh, India",2025-09-23,18:50:41
1184,Sr. Data Scientist with Computer Vision Experience,Nityo Infotech,"Bengaluru, Karnataka, India",2025-09-23,19:16:48
1185,Applied AI Engineer,Uplers,"Bengaluru, Karnataka, India",2025-09-23,19:16:48
1186,AI Engineer,Uplers,"Thiruvananthapuram, Kerala, India",2025-09-23,19:16:48
1187,AI Engineer,Uplers,"Ahmedabad, Gujarat, India",2025-09-23,19:16:48
1188,AI Engineer,Uplers,"Coimbatore, Tamil Nadu, India",2025-09-23,19:16:48
1189,AI Engineer,Uplers,"Cuttack, Odisha, India",2025-09-23,19:16:48
1190,AI Engineer,Uplers,"Aurangabad, Maharashtra, India",2025-09-23,19:16:48
1191,AI Engineer,Uplers,"Vellore, Tamil Nadu, India",2025-09-23,19:16:48
1192,AI Engineer,Uplers,"Bhubaneswar, Odisha, India",2025-09-23,19:16:48
1193,AI Engineer,Uplers,"Vijayawada, Andhra Pradesh, India",2025-09-23,19:16:48
1194,AI Engineer,Uplers,"Surat, Gujarat, India",2025-09-23,19:16:48
1195,AI Engineer,Uplers,"Raipur, Chhattisgarh, India",2025-09-23,19:16:48
1196,Lead Machine Learning Engineer,Uplers,"Bengaluru, Karnataka, India",2025-09-23,19:16:48
1197,Senior AI Engineer – Generative Video,Uplers,,2025-09-23,19:16:48
1198,Senior AI Engineer – Generative Video,Uplers,"Ahmedabad, Gujarat, India",2025-09-23,19:16:48
1199,Data Scientist,Yochana,"Hyderabad, Telangana, India",2025-09-23,19:37:56
1200,AI Engineer,Uplers,"Visakhapatnam Rural mandal, India",2025-09-23,19:37:56
1201,AI Engineer,Uplers,"Nashik, Maharashtra, India",2025-09-23,19:37:56
1202,AI Engineer,Uplers,"Sadar, Uttar Pradesh, India",2025-09-23,19:37:56
1203,Senior AI Engineer - Remote Work | REF#285311,BairesDev,"Bengaluru, Karnataka, India",2025-09-23,23:37:58
1204,RBHU Analytics - Data Scientist - Machine Learning,ETG India,"Navi Mumbai, Maharashtra, India",2025-09-24,01:37:35
1205,Machine Learning Engineer,Cyanous Software Private Limited,,2025-09-24,01:37:35
1206,Artificial Intelligence/Machine Learning Engineer - LLM Models,Team Computers,"Bengaluru, Karnataka, India",2025-09-24,01:37:35
1207,AI developer intern,Ropeli AI,"Noida, Uttar Pradesh, India",2025-09-24,01:37:35
1208,VUPICO - Agentic AI Developer - Java,VUPICO,,2025-09-24,01:37:35
1209,Machine Learning Engineer,Friday AI,"Hyderabad, Telangana, India",2025-09-24,03:00:01
1210,Lead Data Scientist,Hirenza,,2025-09-24,03:00:01
1211,Python- AI Specialist (3+ Years),Awign,"Mumbai, Maharashtra, India",2025-09-24,04:24:22
1212,Machine Learning Engineer,MIT Academy,"MH, IN",2025-09-24,04:43:17
1213,Gen AI Engineer,Valuebound,"Bengaluru, Karnataka, India",2025-09-24,04:43:17
1214,Gen AI Engineer,Office Solution AI Labs,,2025-09-24,05:19:55
1215,Google Cloud  Devops Engineer/ Google Cloud SRE Engineer - Remote Work,techolution,,2025-09-24,05:19:55
1216,Machine Learning Engineer,Recro,"Bengaluru, Karnataka, India",2025-09-24,05:40:36
1217,AI & Machine Learning Engineer,Onelab Ventures,"Pune, Maharashtra, India",2025-09-24,05:40:36
1218,Senior AI Engineer,Swift Strategic Solutions Inc,"Pune, Maharashtra, India",2025-09-24,05:40:36
1219,AI Engineer,Uplers,"Delhi, India",2025-09-24,05:40:36
1220,DevOps Engineer,Techify Solutions Pvt Ltd,"GJ, IN",2025-09-24,06:31:06
1221,AI Engineer (Automotive),Infosys,"Bengaluru East, Karnataka, India",2025-09-24,06:31:06
1222,Gen AI Engineer,Office Solution AI Labs,,2025-09-24,06:31:06
1223,AI Specialist,Systems Plus Transformations,"Pune, Maharashtra, India",2025-09-24,06:31:06
1224,Full-Stack Machine Learning Engineer (FastAPI + Deep Learning),DeepEdge,"Hyderabad, Telangana, India",2025-09-24,06:31:06
1225,Senior AI Engineer - Tier 1 Preferred,Darwix AI,"Gurugram, Haryana, India",2025-09-24,06:31:06
1226,AI Engineer – LLM Integration & Platform Observability,HTC Global Services,"Bangalore Urban, Karnataka, India",2025-09-24,06:31:06
1227,Data Scientist,SAP,"HR, IN",2025-09-24,07:20:06
1228,Senior Data Scientist,Truecaller,"KA, IN",2025-09-24,07:20:06
1229,Data Scientist,NTek Software Solutions,"Bengaluru, Karnataka, India",2025-09-24,07:20:06
1230,Data Scientist/AI Developer,SolarSquare,"Mumbai, Maharashtra, India",2025-09-24,07:20:06
1231,Python/Gen AI Developer,LION AND ELEPHANTS,"Coimbatore, Tamil Nadu, India",2025-09-24,07:20:06
1232,Sr AI Engineer,JustHr,"Bengaluru, Karnataka, India",2025-09-24,07:20:06
1233,Senior Machine Learning/ NLP Engineer,Unisys,"Bangalore Urban, Karnataka, India",2025-09-24,07:20:06
1234,Sr. AI Engineer,TekIT Software Solutions Pvt. Ltd. (India & USA),"Gurgaon Rural, Haryana, India",2025-09-24,07:20:06
1235,Machine Learning Engineer,Finarkein,"Pune, Maharashtra, India",2025-09-24,07:39:39
1236,Machine Learning Engineer,ServiceNow,"Hyderabad, Telangana, India",2025-09-24,07:39:39
1237,Python & AI Developer Intern - Unpaid (AI and ML),STELLE,"Delhi, India",2025-09-24,07:39:39
1238,Machine Learning Engineer,ValueLabs,,2025-09-24,08:27:54
1239,Gen AI Engineer,Office Solution AI Labs,,2025-09-24,08:27:54
1240,Senior Machine Learning Engineer,"Cloudely, Inc","Bengaluru, Karnataka, India",2025-09-24,08:27:54
1241,Machine Learning Engineer,PAPASIDDHI,"Udaipur, Rajasthan, India",2025-09-24,08:27:54
1242,"Lead Data Scientist (ML, Agentic AI, LLM)",HERE Technologies,"Mumbai, Maharashtra, India",2025-09-24,09:22:29
1243,Data Analysts (PowerBI)  Business Intelligence Engineer,VAM Systems,"Hyderabad, Telangana, India",2025-09-24,09:22:29
1244,GEN AI Developer,Timus Consulting Services,"Bengaluru, Karnataka, India",2025-09-24,09:41:44
1245,VP Mgr-Data Engineering,Moody's Corporation,"Bengaluru, Karnataka, India",2025-09-24,10:21:16
1246,Computer Vision Engineer,Thinkneural AI,"Thiruvananthapuram Taluk, India",2025-09-24,11:16:55
1247,Senior Machine Learning Engineer,Track3D,"Hyderabad, Telangana, India",2025-09-24,11:16:55
1248,Machine Learning Engineer,Uplers,,2025-09-24,11:38:14
1249,Data Scientist,CG-VAK Software & Exports Ltd.,"Bengaluru, Karnataka, India",2025-09-24,12:42:09
1250,AI Developer,Nemetschek Group,"Hyderabad, Telangana, India",2025-09-24,12:42:09
1251,AI Developer / Data Scientist,Awign,"Tamil Nadu, India",2025-09-24,12:42:09
1252,Customer Data Analyst,Netradyne,"Bengaluru, Karnataka, India",2025-09-24,12:42:09
1253,Senior AI Engineer (Remote I Immediate Joiners),Perimattic,,2025-09-24,12:42:09
1254,AI Developer,Amantya Technologies,"Gurugram, Haryana, India",2025-09-24,12:42:09
1255,Data Engineer,Micron Technology,"TS, IN",2025-09-24,13:29:51
1256,Senior Backend and DevOps Developer,Webnyay,"UP, IN",2025-09-24,13:29:51
1257,Computer Vision Engineer,Recro,,2025-09-24,13:29:51
1258,AI & Machine Learning Engineer-1,Onelab Ventures,"Pune, Maharashtra, India",2025-09-24,13:29:51
1259,Gen AI Engineer,Zensar Technologies,"Karnataka, India",2025-09-24,13:29:51
1260,Senior Core AI Engineer,Calix,"Bengaluru, Karnataka, India",2025-09-24,14:18:43
1261,Staff Data Scientist,Warner Bros. Discovery,"Hyderabad, Telangana, India",2025-09-24,14:18:43
1262,Databricks AI Engineer,OneMagnify,"Chennai, Tamil Nadu, India",2025-09-24,14:18:43
1263,AI Engineer ($25K - $50K),CodeRound AI,,2025-09-24,14:41:49
1264,Machine Learning Engineer,Yochana,"Hyderabad, Telangana, India",2025-09-24,15:21:32
1265,Agentic AI Engineer,techolution,"Hyderabad, Telangana, India",2025-09-24,15:21:32
1266,AI Engineer – LLM Integration & Platform Observability,HTC Global Services,"Bangalore Urban, Karnataka, India",2025-09-24,15:21:32
1267,Python AI Engineer - 17852,Turing,,2025-09-24,15:41:10
1268,Junior AI Engineer,closetspace.club,"Mangaluru, Karnataka, India",2025-09-24,16:27:14
1269,AI Engineer,EduRun Group,"Bengaluru, Karnataka, India",2025-09-24,16:27:14
1270,CorpTech - IM - Sr. Python AI Developer,MassMutual India,"Hyderabad, Telangana, India",2025-09-24,16:48:43
1271,AI Engineer,TechLean IT Services LLC,"Hyderabad, Telangana, India",2025-09-24,17:18:17
1272,Python AI Engineer - 17852,Turing,"Bengaluru, Karnataka, India",2025-09-24,17:18:17
1273,Python AI Engineer - 17852,Turing,"Bengaluru, Karnataka, India",2025-09-24,17:18:17
1274,Python AI Engineer - 17852,Turing,"Bengaluru, Karnataka, India",2025-09-24,17:18:17
1275,Python AI Engineer - 17852,Turing,"Bengaluru, Karnataka, India",2025-09-24,17:18:17
1276,Python AI Engineer - 17852,Turing,"Bengaluru, Karnataka, India",2025-09-24,17:18:17
1277,Python AI Engineer - 17852,Turing,"Mumbai, Maharashtra, India",2025-09-24,17:18:17
1278,Python AI Engineer - 17852,Turing,"Mumbai, Maharashtra, India",2025-09-24,17:18:17
1279,Python AI Engineer - 17852,Turing,"Mumbai, Maharashtra, India",2025-09-24,17:18:17
1280,Python AI Engineer - 17852,Turing,"Mumbai, Maharashtra, India",2025-09-24,17:18:17
1281,Python AI Engineer - 17852,Turing,"Mumbai, Maharashtra, India",2025-09-24,17:18:17
1282,Python AI Engineer - 17852,Turing,,2025-09-24,17:18:17
1283,Principal Consultant-Data Engineer! GEN AI,Genpact,"KA, IN",2025-09-24,17:41:00
1284,Python AI Engineer - 17852,Turing,,2025-09-24,17:41:00
1285,Python AI Engineer - 17852,Turing,,2025-09-24,17:41:00
1286,Python AI Engineer - 17852,Turing,,2025-09-24,17:41:00
1287,Python AI Engineer - 17852,Turing,,2025-09-24,17:41:00
1288,Python AI Engineer - 17852,Turing,"Delhi, India",2025-09-24,17:41:00
1289,Python AI Engineer - 17852,Turing,"Delhi, India",2025-09-24,17:41:00
1290,Python AI Engineer - 17852,Turing,"Delhi, India",2025-09-24,17:41:00
1291,Python AI Engineer - 17852,Turing,"Delhi, India",2025-09-24,17:41:00
1292,Python AI Engineer - 17852,Turing,"Delhi, India",2025-09-24,17:41:00
1293,AI Engineer (Automotive),Infosys,"Bengaluru East, Karnataka, India",2025-09-24,18:27:11
1294,AI Engineer – Prompt Engineering & Backend Systems,Particle Execution,,2025-09-24,18:47:28
1295,"Lead Consultant, AI Specialist",Danfoss,"Chennai, Tamil Nadu, India",2025-09-24,18:47:28
1296,Enterprise UI AI Machine Learning Engineer,Automation Anywhere,"Bengaluru, Karnataka, India",2025-09-24,18:47:28
1297,Senior AI Engineer,EduRun Group,"Bengaluru, Karnataka, India",2025-09-24,19:16:55
1298,Lead Data Scientist,BigTapp Analytics,"TN, IN",2025-09-24,21:37:42
1299,AI Engineer (3-7 Years of Exp I Mumbai  I  Immediate Joiners),Perimattic,,2025-09-24,21:37:42
1300,AI ENGINEER,Terralogic,"Bengaluru, Karnataka, India",2025-09-24,22:18:53
1301,Data Science and AI Engineer,Adiuvo Diagnostics Pvt. Ltd.,"Chennai, Tamil Nadu, India",2025-09-25,01:38:09
1302,Sr. Machine Learning Engineer,"Prodege, LLC","Pune, Maharashtra, India",2025-09-25,01:38:09
1303,HERE Technologies - Lead Data Scientist - Machine Learning,HERE SOLUTIONS INDIA PRIVATE LIMITED,,2025-09-25,01:38:09
1304,Sr. Machine Learning Engineer (Speech) - AI,Level AI,"Noida, Uttar Pradesh, India",2025-09-25,04:24:35
1305,Middle level AI Engineer,Next XR India,"Chennai, Tamil Nadu, India",2025-09-25,04:24:35
1306,AI & Machine Learning Engineer- (Immediate Joiners),Onelab Ventures,"Pune, Maharashtra, India",2025-09-25,04:43:05
1307,Data Analysts : Business Intelligence Engineer (PowerBI),VAM Systems,,2025-09-25,04:43:05
1308,Machine Learning Engineer,Jade Business Services (JBS),"Pune, Maharashtra, India",2025-09-25,05:20:16
1309,AI Engineer - Generative AI,focalworks solution pvt ltd,"MH, IN",2025-09-25,05:41:24
1310,AI Developer,Spektra Systems,"Bengaluru, Karnataka, India",2025-09-25,05:41:24
1311,Machine Learning Engineer,Apple,"TS, IN",2025-09-25,06:31:47
1312,AI & Data Architect,CloudFronts - AI First Microsoft Solutions Partner,"Mumbai, Maharashtra, India",2025-09-25,06:31:47
1313,Data Scientist,Anewa Engineering Pvt. Ltd.,"Hyderabad, Telangana, India",2025-09-25,06:31:47
1314,AI Engineer,Manvian,"TN, IN",2025-09-25,07:20:44
1315,Senior AI Developer,Teknowiz,,2025-09-25,07:20:44
1316,Data Scientist,Deltacubes,,2025-09-25,07:20:44
1317,Senior AI Engineer,DarGlobal,,2025-09-25,07:20:44
1318,Sr. Data Scientist,YASH Technologies,"Hyderabad, Telangana, India",2025-09-25,07:20:44
1319,Senior AI Engineer,MindBrain,,2025-09-25,07:20:44
1320,Senior AI Engineer,bp,"Pune, Maharashtra, India",2025-09-25,07:20:44
1321,Sr.AI Engineer,EduRun Group,"Bengaluru, Karnataka, India",2025-09-25,07:20:44
1322,Data Scientist,LanceSoft Inc,"UP, IN",2025-09-25,07:39:43
1323,Machine Learning Engineer,goML,,2025-09-25,07:39:43
1324,AI Engineer Intern,deepkore,"Chennai, Tamil Nadu, India",2025-09-25,07:39:43
1325,Python AI Engineer - 17852,Turing,"Hyderabad, Telangana, India",2025-09-25,07:39:43
1326,Python AI Engineer - 17852,Turing,"Hyderabad, Telangana, India",2025-09-25,07:39:43
1327,Python AI Engineer - 17852,Turing,"Hyderabad, Telangana, India",2025-09-25,07:39:43
1328,Computer Vision Engineer,Recro,,2025-09-25,08:27:49
1329,Senior Machine Learning Engineer,Recro,"Bengaluru, Karnataka, India",2025-09-25,08:27:49
1330,AI & Machine Learning Engineer-Immediate Joiners,Onelab Ventures,"Pune, Maharashtra, India",2025-09-25,08:27:49
1331,Python AI Engineer - 17852,Turing,"Pune, Maharashtra, India",2025-09-25,08:27:49
1332,Python AI Engineer - 17852,Turing,"Coimbatore, Tamil Nadu, India",2025-09-25,08:27:49
1333,Python AI Engineer - 17852,Turing,"Indore, Madhya Pradesh, India",2025-09-25,08:27:49
1334,Python AI Engineer - 17852,Turing,"Kolkata, West Bengal, India",2025-09-25,08:27:49
1335,Python AI Engineer - 17852,Turing,"Noida, Uttar Pradesh, India",2025-09-25,08:27:49
1336,Python AI Engineer - 17852,Turing,"Chennai, Tamil Nadu, India",2025-09-25,08:27:49
1337,Python AI Engineer - 17852,Turing,"Chennai, Tamil Nadu, India",2025-09-25,08:27:49
1338,Python AI Engineer - 17852,Turing,"Chennai, Tamil Nadu, India",2025-09-25,08:27:49
1339,Python AI Engineer - 17852,Turing,"Chennai, Tamil Nadu, India",2025-09-25,08:27:49
1340,Python AI Engineer - 17852,Turing,"Chennai, Tamil Nadu, India",2025-09-25,08:27:49
1341,Python AI Engineer - 17852,Turing,"Vishakhapatnam, Andhra Pradesh, India",2025-09-25,08:27:49
1342,Python AI Engineer - 17852,Turing,"Vishakhapatnam, Andhra Pradesh, India",2025-09-25,08:27:49
1343,Python AI Engineer - 17852,Turing,"Vishakhapatnam, Andhra Pradesh, India",2025-09-25,08:27:49
1344,Python AI Engineer - 17852,Turing,"Pune, Maharashtra, India",2025-09-25,08:27:49
1345,Python AI Engineer - 17852,Turing,"Pune, Maharashtra, India",2025-09-25,08:27:49
1346,Python AI Engineer - 17852,Turing,"Kolkata, West Bengal, India",2025-09-25,08:27:49
1347,Python AI Engineer - 17852,Turing,"Noida, Uttar Pradesh, India",2025-09-25,08:27:49
1348,Python AI Engineer - 17852,Turing,"Noida, Uttar Pradesh, India",2025-09-25,08:27:49
1349,Python AI Engineer - 17852,Turing,"Noida, Uttar Pradesh, India",2025-09-25,08:27:49
1350,Python AI Engineer - 17852,Turing,"Lucknow, Uttar Pradesh, India",2025-09-25,08:27:49
1351,Python AI Engineer - 17852,Turing,"Lucknow, Uttar Pradesh, India",2025-09-25,08:27:49
1352,Python AI Engineer - 17852,Turing,"Lucknow, Uttar Pradesh, India",2025-09-25,08:27:49
1353,Python AI Engineer - 17852,Turing,"Chandigarh, India",2025-09-25,08:27:49
1354,Python AI Engineer - 17852,Turing,"Chandigarh, India",2025-09-25,08:27:49
1355,Python AI Engineer - 17852,Turing,"Chandigarh, India",2025-09-25,08:27:49
1356,Python AI Engineer - 17852,Turing,"Coimbatore, Tamil Nadu, India",2025-09-25,08:48:38
1357,Python AI Engineer - 17852,Turing,"Coimbatore, Tamil Nadu, India",2025-09-25,08:48:38
1358,Python AI Engineer - 17852,Turing,"Vishakhapatnam, Andhra Pradesh, India",2025-09-25,08:48:38
1359,Python AI Engineer - 17852,Turing,"Mysuru, Karnataka, India",2025-09-25,08:48:38
1360,Python AI Engineer - 17852,Turing,"Kolkata, West Bengal, India",2025-09-25,08:48:38
1361,Data and ML DevOps Engineer,Keysight Technologies,"KA, IN",2025-09-25,09:22:08
1362,Machine Learning Engineer (T25),eBay,"Bengaluru, Karnataka, India",2025-09-25,09:22:08
1363,Computer Vision Engineer,NR Consulting,"Bengaluru, Karnataka, India",2025-09-25,09:22:08
1364,"SENIOR, DATA SCIENTIST",Walmart Global Tech India,"Bengaluru, Karnataka, India",2025-09-25,09:22:08
1365,Machine Learning Engineer – Pricing Optimizer Development,Digitide,"Bengaluru, Karnataka, India",2025-09-25,09:22:08
1366,Machine Learning Engineer,Viasat,"Chennai, Tamil Nadu, India",2025-09-25,09:22:08
1367,Principal Machine Learning Engineer,Atlassian,"Bengaluru, Karnataka, India",2025-09-25,09:22:08
1368,Lead - Machine Learning Engineer,CaratLane - A TATA Product,"Chennai, Tamil Nadu, India",2025-09-25,09:22:08
1369,Cloud and DevOps Architect,Hewlett Packard Enterprise | HPE,"KA, IN",2025-09-25,09:41:13
1370,AI Developer,Technodysis,"Bengaluru, Karnataka, India",2025-09-25,09:41:13
1371,Senior Machine Learning Engineer,Asper.ai,,2025-09-25,09:41:13
1372,AI Developer - Gen AI and Agentic AI,YesOrYes,"Chennai, Tamil Nadu, India",2025-09-25,10:22:02
1373,Senior Machine Learning Engineer,"Cloudely, Inc","Bengaluru, Karnataka, India",2025-09-25,10:22:02
1374,Senior Staff Machine Learning Engineer,Zscaler,"Bengaluru East, Karnataka, India",2025-09-25,10:22:02
1375,Senior Foundational AI Researcher,Dolby Laboratories,"Bengaluru, Karnataka, India",2025-09-25,10:22:02
1376,Part time/ Freelancer AI Engineer,Growfy Tech Pvt Ltd,"Bengaluru, Karnataka, India",2025-09-25,11:18:03
1377,Sr AI Engineer,Anblicks,"TS, IN",2025-09-25,11:38:34
1378,Senior AI Engineer,bp,"MH, IN",2025-09-25,11:38:34
1379,Performance Engineer - Data Engineering,Apple,"TS, IN",2025-09-25,12:43:39
1380,Senior Data Scientist,Battery Smart,"Gurugram, Haryana, India",2025-09-25,12:43:39
1381,Founding Machine Learning Engineer (1+ Years Experience),PashuSevak Pragati Kendra,,2025-09-25,12:43:39
1382,Foreseer AI- Data Scientist III,S&P Global,"Gurugram, Haryana, India",2025-09-25,12:43:39
1383,Senior Data Scientist,Weekday AI (YC W21),,2025-09-25,13:30:40
1384,Machine Learning Engineer,Fomogo - Hire Fast with AI,"Mumbai, Maharashtra, India",2025-09-25,13:30:40
1385,Machine Learning Engineer,Beige Media,,2025-09-25,14:20:53
1386,Computer Vision Engineer,PVAR SERVICES,"Gurugram, Haryana, India",2025-09-25,14:20:53
1387,AI Engineer,Aspire Software,"Bengaluru, Karnataka, India",2025-09-25,14:20:53
1388,Generative AI Engineer,Bristlecone,,2025-09-25,14:20:53
1389,Machine Learning Engineer (Neo4j),Circuitry.ai,"Hyderabad, Telangana, India",2025-09-25,14:20:53
1390,Senior AI Engineer,Emmes,"Bengaluru, Karnataka, India",2025-09-25,14:20:53
1391,AI Developer,GAURANG PROJECT AND TECHNOLOGY PRIVATE LIMITED,"Pune, Maharashtra, India",2025-09-25,15:22:15
1392,Data Scientist/Machine Learning Engineer Assistant vice president,Citi,"Pune, Maharashtra, India",2025-09-25,15:22:15
1393,Sr.AI Engineer/Lead,EduRun Group,"Bengaluru, Karnataka, India",2025-09-25,15:22:15
1394,Lead Analyst - AI Engineer (Full Stack),Eaton,"MH, IN",2025-09-25,15:42:30
1395,Data Scientist,IBM,"Bengaluru, Karnataka, India",2025-09-25,15:42:30
1396,Machine Learning Engineer (T24),eBay,"Bengaluru, Karnataka, India",2025-09-25,16:26:01
1397,Machine Learning Engineer (T24),eBay,"Bengaluru, Karnataka, India",2025-09-25,16:26:01
1398,AI Engineer,Version 1,"Bengaluru, Karnataka, India",2025-09-25,16:26:01
1399,Lead Analyst - AI Engineer (Full Stack),Eaton,"Pune, Maharashtra, India",2025-09-25,16:26:01
1400,GenAI/Agentic AI Engineer,Agivant Technologies,"Pune, Maharashtra, India",2025-09-25,19:17:02
1401,AI Developer,"CAI (Computer Aid, Inc.)","Remote, IN",2025-09-25,20:22:53
1402,Sr AI Engineer,Anblicks,"Hyderabad, Telangana, India",2025-09-25,21:17:20
1403,Data Engineering - Senior Manager,PepsiCo,"TS, IN",2025-09-26,01:37:30
1404,Data Scientists,TaskUs,"Chennai, Tamil Nadu, India",2025-09-26,01:37:30
1405,"AI Researcher, Speech & Audio, Intern  | Josh Talks",Josh Talks,"Gurugram, Haryana, India",2025-09-26,01:37:30
1406,Responsible AI Engineer,Accenture services Pvt Ltd,"Gurugram, Haryana, India",2025-09-26,03:00:50
1407,Data Scientist/Machine Learning Engineer Assistant vice president,Citi,"MH, IN",2025-09-26,03:46:57
1408,AI Engineer (Automotive),Infosys,"Bengaluru East, Karnataka, India",2025-09-26,03:46:57
1409,Machine Learning Engineer - Python,Ace Infoway Pvt. Ltd.,"Ahmedabad, Gujarat, India",2025-09-26,03:46:57
1410,Finarkein Analytics - Machine Learning Engineer - Deep Learning,Finarkein,"Pune, Maharashtra, India",2025-09-26,03:46:57
1411,"AI Researcher, Speech & Audio, Intern",Josh Talks,"Delhi, India",2025-09-26,03:46:57
1412,Geeks Invention - Senior Machine Learning Engineer - PyTorch/Tensorflow,Geeks Invention LLC,,2025-09-26,04:24:31
1413,AI & Machine Learning Engineer- (Immediate Joiners - Onsite),Onelab Ventures,"Pune, Maharashtra, India",2025-09-26,05:20:03
1414,Machine Learning Engineer,People Prime Worldwide,"Hyderabad, Telangana, India",2025-09-26,05:40:41
1415,Machine Learning Engineer,People Prime Worldwide,,2025-09-26,05:40:41
1416,Sr. AI Engineer,techvantage.ai,"Trivandrum, Kerala, India",2025-09-26,05:40:41
