,title,company,location,scrape_date,scrape_time
1974,Senior AI Engineer (Remote I Immediate Joiners),Perimattic,,2025-10-03,12:40:47
1975,AI Engineer,Bayer,"Bengaluru, Karnataka, India",2025-10-03,12:40:47
1976,Senior Machine learning engineer,Wabtec Corporation,"Bengaluru, Karnataka, India",2025-10-03,12:40:47
1977,AI Engineer,Bayer,"Bengaluru, Karnataka, India",2025-10-03,12:40:47
1978,Gen AI Developer,Infosys,"Bengaluru East, Karnataka, India",2025-10-03,13:27:05
1979,"Applied AI Engineer, Postbot",Postman,"Bengaluru, Karnataka, India",2025-10-03,13:27:05
1980,AI Engineer,Epiq,"Hyderabad, Telangana, India",2025-10-03,13:27:05
1981,Principal AI Engineer,Cotiviti,,2025-10-03,13:27:05
1982,Sr. AI Engineer,Cotiviti,,2025-10-03,13:27:05
1983,Data Architect,Mondelēz International,"MH, IN",2025-10-03,13:43:08
1984,Machine Learning Engineer,Adobe,"Bengaluru East, Karnataka, India",2025-10-03,13:43:08
1985,AI Engineer,Uplevyl,"Noida, Uttar Pradesh, India",2025-10-03,13:43:08
1986,Machine Learning Engineer 4,Adobe,"Bengaluru East, Karnataka, India",2025-10-03,14:18:57
1987,"Senior Data Scientist (Bangkok based, relocation provided)",Agoda,"Bengaluru, Karnataka, India",2025-10-03,14:41:32
1988,"Senior Data Scientist (Bangkok based, relocation provided)",Agoda,"Pune, Maharashtra, India",2025-10-03,14:41:32
1989,"Lead/ Staff Data Scientist (Bangkok based, relocation provided)",Agoda,"Bengaluru, Karnataka, India",2025-10-03,14:41:32
1990,Engineering - Market Data Engineer - VP,AQR,"KA, IN",2025-10-03,15:20:19
1991,Computer Vision Engineer,Brainy Neurals - An AI Company,"Ahmedabad, Gujarat, India",2025-10-03,15:20:19
1992,DE-Azure Cognitive VA and AI Developer-GDSN02,EY,"Hyderabad, Telangana, India",2025-10-03,15:20:19
1993,"Senior Data Scientist (Bangkok based, relocation provided)",Agoda,"Hyderabad, Telangana, India",2025-10-03,15:20:19
1994,"Senior Data Scientist (Bangkok based, relocation provided)",Agoda,,2025-10-03,15:20:19
1995,"Lead/ Staff Data Scientist (Bangkok based, relocation provided)",Agoda,,2025-10-03,15:20:19
1996,"Senior Data Scientist (Bangkok based, relocation provided)",Agoda,"New Delhi, Delhi, India",2025-10-03,15:20:19
1997,AI Engineer,AryaXAI,"Mumbai, Maharashtra, India",2025-10-03,16:24:50
1998,AI Engineer,Budventure Technologies Pvt. Ltd.,"Ahmedabad, Gujarat, India",2025-10-03,16:24:50
1999,Senior GenAI Data Scientist,Medtronic,"MH, IN",2025-10-03,17:16:57
2000,Principal AI Engineer,Cotiviti,"Remote, IN",2025-10-03,17:16:57
2001,"Lead/ Staff Data Scientist (Bangkok based, relocation provided)",Agoda,"Hyderabad, Telangana, India",2025-10-03,17:16:57
2002,Gen AI Engineer,Cognizant Technology Solutions,"TS, IN",2025-10-03,17:38:26
2003,Gen AI Engineer - Hyderabad,Cognizant Technology Solutions,"TN, IN",2025-10-03,17:38:26
2004,Snr AI Engineer,onsemi,"Bengaluru, Karnataka, India",2025-10-03,17:38:26
2005,Principal AI Engineer – Generalized Agents and Incubations,Microsoft,"Hyderabad, Telangana, India",2025-10-03,17:38:26
2006,"Lead/ Staff Data Scientist (Bangkok based, relocation provided)",Agoda,"Pune, Maharashtra, India",2025-10-03,17:38:26
2007,Data Engineer (AWS),ixceed,"MH, IN",2025-10-03,17:39:41
2008,Senior Data Analyst-5,Realign,"MH, IN",2025-10-03,17:39:41
2009,Data Engineer-5,Realign,"UP, IN",2025-10-03,17:39:41
2010,AI Engineer,BeSpoke AI Stylist Pvt Ltd,"Remote, IN",2025-10-03,17:39:41
2011,Data Engineer,Syngenta,"Pune, Maharashtra, India",2025-10-03,17:39:41
2012,Senior Data Scientist I,Chubb,"Bengaluru, Karnataka, India",2025-10-03,17:39:41
2013,"Data Engineer II, IN Ads",Amazon,"Bengaluru, Karnataka, India",2025-10-03,17:39:41
2014,Data Engineer,Aryaka,"Bengaluru, Karnataka, India",2025-10-03,17:39:41
2015,Senior Machine learning engineer,Wabtec Corporation,"Bengaluru, Karnataka, India",2025-10-03,17:39:41
2016,Sr. Data Scientist (Media Analytics) - 7+ years,D Square Consulting Services Pvt Ltd,"Bengaluru, Karnataka, India",2025-10-03,17:39:41
2017,Senior Data Engineer,Mitra AI,,2025-10-03,17:39:41
2018,Data Analyst Intern,UM IT Solutions,,2025-10-03,17:51:41
2019,AI DEVELOPER INTERN,BrainCord,"KL, IN",2025-10-03,18:01:16
2020,Gen AI Developer,Virtusa,"Pune, Maharashtra, India",2025-10-03,18:01:16
2021,Senior AI Engineer,Arcadia,"Chennai, Tamil Nadu, India",2025-10-03,18:01:16
2022,AI Engineer - Cloud,Aventis Solutions,"Pune, Maharashtra, India",2025-10-03,18:01:16
2023,AI Engineer,Bayer,"Bengaluru, Karnataka, India",2025-10-03,18:01:16
2024,AI Engineer,Bayer,"Bengaluru, Karnataka, India",2025-10-03,18:01:16
2025,Senior AI Developer,"Movado Group, Inc","Bengaluru, Karnataka, India",2025-10-03,18:01:16
2026,Data Engineer II,Amazon,"Bengaluru, Karnataka, India",2025-10-03,18:01:16
2027,Data Engineering Lead,Metyis,"Bengaluru, Karnataka, India",2025-10-03,18:01:16
2028,"Sr Software Development Engineer, Alexa AI Developer Tech",Amazon,"Pune, Maharashtra, India",2025-10-03,18:01:16
2029,Snowflake Data Engineer,VidPro Consultancy Services,"Gurugram, Haryana, India",2025-10-03,18:01:16
2030,Snowflake Data Engineer,VidPro Consultancy Services,"Chennai, Tamil Nadu, India",2025-10-03,18:01:16
2031,AI DEVELOPER INTERN,BrainCord,"KL, IN",2025-10-03,18:12:20
2032,Data Analyst Intern,UM IT Solutions,,2025-10-03,18:12:20
2033,Senior Machine learning engineer,Wabtec Corporation,"Bengaluru, Karnataka, India",2025-10-03,18:13:43
2034,Data Engineer II,American Express,"HR, IN",2025-10-03,18:14:32
2035,Senior Machine learning engineer,Wabtec Corporation,"Bengaluru, Karnataka, India",2025-10-03,18:14:32
2036,Data Analyst,AllStars-IT,"DL, IN",2025-10-03,18:21:21
2037,Intern Data Scientist,Research Infinite Solutions LLP,"PB, IN",2025-10-03,18:21:21
2038,Data Engineer II,American Express,"HR, IN",2025-10-03,18:21:21
2039,AI Engineer,BeSpoke AI Stylist Pvt Ltd,"Remote, IN",2025-10-03,18:21:21
2040,"Applied AI Engineer, Postbot",Postman,"Bengaluru, Karnataka, India",2025-10-03,18:21:21
2041,Gen AI Developer,Virtusa,"Pune, Maharashtra, India",2025-10-03,18:21:21
2042,Machine Learning Engineer,Zepcruit,"Pune, Maharashtra, India",2025-10-03,18:21:21
2043,AI Engineer,Ana-Data Consulting Inc,"Chennai, Tamil Nadu, India",2025-10-03,18:21:21
2044,Senior AI Engineer (Remote I Immediate Joiners),Perimattic,,2025-10-03,18:21:21
2045,AI Engineer,Bayer,"Bengaluru, Karnataka, India",2025-10-03,18:21:21
2046,Senior Machine learning engineer,Wabtec Corporation,"Bengaluru, Karnataka, India",2025-10-03,18:21:21
2047,AI Engineer,Bayer,"Bengaluru, Karnataka, India",2025-10-03,18:21:21
2048,Intern Data Scientist,Research Infinite Solutions LLP,"PB, IN",2025-10-03,18:28:03
2049,Full Stack Developer/ ML/ AI Engineer,Colab Cloud Platforms Limited,"MH, IN",2025-10-03,18:28:03
2050,Data Analyst Trainee,Idm Techpark Coimbatore,"TN, IN",2025-10-03,18:28:03
2051,"Applied AI Engineer, Postbot",Postman,"Bengaluru, Karnataka, India",2025-10-03,18:28:03
2052,AI Engineer - Cloud,Aventis Solutions,"Pune, Maharashtra, India",2025-10-03,18:28:03
2053,Data Scientist,Stefanini North America and APAC,"Pune, Maharashtra, India",2025-10-03,18:28:03
2054,Senior Data Scientist- Gen Ai,StockGro,"Bengaluru, Karnataka, India",2025-10-03,18:28:03
2055,Senior AI Developer,"Movado Group, Inc","Bengaluru, Karnataka, India",2025-10-03,18:28:03
2056,Data Analyst,RecruitFgore,,2025-10-03,18:28:03
2057,Data Engineer,IntraEdge,,2025-10-03,18:28:03
2058,Sr. Data Scientist (Media Analytics) - 7+ years,D Square Consulting Services Pvt Ltd,"Bengaluru, Karnataka, India",2025-10-03,18:28:03
2059,"Data Engineer II, IN Ads",Amazon,"Bengaluru, Karnataka, India",2025-10-03,18:28:03
2060,Data Engineer,Aryaka,"Bengaluru, Karnataka, India",2025-10-03,18:28:03
2061,Senior UniVerse Data Engineer,Mitra AI,,2025-10-03,18:28:03
2062,"Senior/Staff Machine Learning Engineer - Bidding (Bangkok based, relocation provided)",Agoda,,2025-10-03,18:28:03
2063,"Senior/Staff Machine Learning Engineer - Bidding (Bangkok based, relocation provided)",Agoda,"Chennai, Tamil Nadu, India",2025-10-03,18:28:03
2064,DevOps Lead,FirstHive | CDP+AI Data Platform,"Bengaluru, Karnataka, India",2025-10-03,18:28:03
2065,Senior Data Analyst,Workassist,"Pune, Maharashtra, India",2025-10-03,18:28:03
2066,Snowflake Data Engineer,VidPro Consultancy Services,"Gurugram, Haryana, India",2025-10-03,18:28:03
2067,Data Scientist,Infosys,"Bengaluru East, Karnataka, India",2025-10-03,19:15:30
2068,Data Scientist,Infosys,"Bengaluru East, Karnataka, India",2025-10-03,19:15:30
2069,Sr Data Scientist,Infosys,"Bengaluru East, Karnataka, India",2025-10-03,19:15:30
2070,Senior Machine Learning Engineer,Tractable,"Noida, Uttar Pradesh, India",2025-10-03,19:15:30
2071,Gen AI Engineer - Coimbatore,Cognizant,"Hyderabad, Telangana, India",2025-10-03,20:21:26
2072,AI Engineer - Computer Vision (Remote),Uplers,,2025-10-03,20:21:26
2073,AI Engineer - Computer Vision (Remote),Uplers,"Visakhapatnam Rural mandal, India",2025-10-03,20:21:26
2074,AI Engineer - Computer Vision (Remote),Uplers,"Kochi, Kerala, India",2025-10-03,20:21:26
2075,AI Engineer - Computer Vision (Remote),Uplers,"Thiruvananthapuram, Kerala, India",2025-10-03,20:21:26
2076,AI Engineer - Computer Vision (Remote),Uplers,"Bengaluru, Karnataka, India",2025-10-03,20:21:26
2077,AI Engineer - Computer Vision (Remote),Uplers,"Maharashtra, India",2025-10-03,20:21:26
2078,AI Engineer - Computer Vision (Remote),Uplers,"Mysore, Karnataka, India",2025-10-03,20:21:26
2079,AI Engineer - Computer Vision (Remote),Uplers,"Dehradun, Uttarakhand, India",2025-10-03,20:21:26
2080,AI Engineer - Computer Vision (Remote),Uplers,"Ahmedabad, Gujarat, India",2025-10-03,20:21:26
2081,AI Engineer - Computer Vision (Remote),Uplers,"Faridabad, Haryana, India",2025-10-03,20:21:26
2082,AI Engineer - Computer Vision (Remote),Uplers,"New Delhi, Delhi, India",2025-10-03,20:21:26
2083,AI Engineer - Computer Vision (Remote),Uplers,"Cuttack, Odisha, India",2025-10-03,20:21:26
2084,AI Engineer - Computer Vision (Remote),Uplers,"Vellore, Tamil Nadu, India",2025-10-03,20:21:26
2085,AI Engineer - Computer Vision (Remote),Uplers,"Amritsar, Punjab, India",2025-10-03,20:21:26
2086,AI Engineer - Computer Vision (Remote),Uplers,"Lucknow, Uttar Pradesh, India",2025-10-03,20:21:26
2087,AI Engineer - Computer Vision (Remote),Uplers,"Agra, Uttar Pradesh, India",2025-10-03,20:21:26
2088,AI Engineer - Computer Vision (Remote),Uplers,"Kanpur, Uttar Pradesh, India",2025-10-03,20:21:26
2089,AI Engineer - Computer Vision (Remote),Uplers,"Ghaziabad, Uttar Pradesh, India",2025-10-03,20:21:26
2090,AI Engineer - Computer Vision (Remote),Uplers,"Noida, Uttar Pradesh, India",2025-10-03,20:21:26
2091,AI Engineer - Computer Vision (Remote),Uplers,"Indore, Madhya Pradesh, India",2025-10-03,20:39:48
2092,AI Engineer - Computer Vision (Remote),Uplers,"Gurugram, Haryana, India",2025-10-03,20:39:48
2093,AI Engineer - Computer Vision (Remote),Uplers,"Vijayawada, Andhra Pradesh, India",2025-10-03,20:39:48
2094,AI Engineer - Computer Vision (Remote),Uplers,"Jaipur, Rajasthan, India",2025-10-03,20:39:48
2095,Machine Learning Engineer,Tiqo Technologies Private Limited,"TS, IN",2025-10-03,21:16:39
2096,AI Engineer - Computer Vision (Remote),Uplers,"Aurangabad, Maharashtra, India",2025-10-03,21:16:39
2097,AI Engineer - Computer Vision (Remote),Uplers,"Thane, Maharashtra, India",2025-10-03,21:16:39
2098,AI Engineer - Computer Vision (Remote),Uplers,,2025-10-03,21:16:39
2099,AI Engineer - Computer Vision (Remote),Uplers,"Nagpur, Maharashtra, India",2025-10-03,21:16:39
2100,AI Engineer - Computer Vision (Remote),Uplers,"Raipur, Chhattisgarh, India",2025-10-03,21:16:39
2101,AI Engineer - Computer Vision (Remote),Uplers,"Hyderabad, Telangana, India",2025-10-03,21:16:39
2102,AI Engineer - Computer Vision (Remote),Uplers,"Pune, Maharashtra, India",2025-10-03,21:16:39
2103,AI Engineer - Computer Vision (Remote),Uplers,"Bhubaneswar, Odisha, India",2025-10-03,21:16:39
2104,AI Engineer - Computer Vision (Remote),Uplers,"Chandigarh, Chandigarh, India",2025-10-03,21:16:39
2105,AI Engineer (Automotive),Infosys,"Bengaluru East, Karnataka, India",2025-10-04,01:25:19
2106,Senior Gen AI Developer,People Prime Worldwide,"Bengaluru, Karnataka, India",2025-10-04,03:25:24
2107,AI Engineer,Crolit,,2025-10-04,03:42:01
2108,Machine Learning Engineer,Crolit,,2025-10-04,04:40:46
2109,Computer Vision Engineer,i2V Systems,"Gurugram, Haryana, India",2025-10-04,05:17:49
2110,Machine Learning Engineer,SolarSys Innovations Private Ltd,,2025-10-04,06:27:43
2111,AI Engineer,Qode.world Jobs,"Thane, Maharashtra, India",2025-10-04,06:27:43
2112,Data Scientist,RADTAR INNOVATIONS PRIVATE LIMITED,"Ernakulam, Kerala, India",2025-10-04,06:46:15
2113,Machine Learning & AI Developer (Immediate Start),Onelab Ventures,"Pune, Maharashtra, India",2025-10-04,07:17:15
2114,Data Scientist,Infosys,"Bengaluru East, Karnataka, India",2025-10-04,07:17:15
2115,Data Scientist,Ashwini Kamble,"Remote, IN",2025-10-04,08:23:12
2116,Staff Agentic AI Engineer,Teradata,"Hyderabad, Telangana, India",2025-10-04,09:18:15
2117,Senior AI Engineer_Full-time,BeGig,,2025-10-04,10:18:29
2118,Lead Data Scientist,Mphasis,"Pune, Maharashtra, India",2025-10-04,10:18:29
2119,Gen AI Developer,Virtusa,"Andhra Pradesh, India",2025-10-04,10:39:26
2120,Gen AI Developer,Virtusa,"Pune, Maharashtra, India",2025-10-04,10:39:26
2121,Lead Data Scientist - Computer Vision & Generative AI,NTT DATA North America,"Bengaluru East, Karnataka, India",2025-10-04,10:39:26
2122,AI Engineer,Opptiverse,"Chennai, Tamil Nadu, India",2025-10-04,10:39:26
2123,Machine Learning Engineer,Ovelia Health,"Mumbai, Maharashtra, India",2025-10-04,11:14:15
2124,AI Engineer (Full Stack),Milliman,"Gurgaon, Haryana, India",2025-10-04,11:14:15
2125,Agentic AI Engineer – Moveworks Specialist,Infogain,"Bengaluru, Karnataka, India",2025-10-04,11:38:07
2126,Agentic AI Engineer – Moveworks Specialist,Infogain,"Bengaluru, Karnataka, India",2025-10-04,11:38:07
2127,Machine Learning Engineer,Tallento.ai,,2025-10-04,12:37:03
2128,Senior/Lead - AI Engineer,Ciena,"Pune, Maharashtra, India",2025-10-04,12:37:03
2129,Senior/Lead - AI Engineer,Ciena,"Gurugram, Haryana, India",2025-10-04,12:37:03
2130,Senior Machine Learning Engineer,Quantiphi,"Trivandrum, Kerala, India",2025-10-04,13:21:19
2131,Machine Learning Engineer,Nationize Visas,"Vijayawada, Andhra Pradesh, India",2025-10-04,13:21:19
2132,Data Scientist,Infosys,"Bengaluru East, Karnataka, India",2025-10-04,13:21:19
2133,AI Engineer,Agastyx Labs,"Kochi, Kerala, India",2025-10-04,14:16:30
2134,Sr. AI Engineer/ Architect,onsemi,"Bengaluru, Karnataka, India",2025-10-04,14:16:30
2135,"Senior Machine Learning Engineer, Trust & Safety",Airbnb,"Bengaluru, Karnataka, India",2025-10-04,14:38:00
2136,Machine Learning And AI Developer (Immediate Start),Onelab Ventures,"Pune, Maharashtra, India",2025-10-04,15:17:30
2137,DE-Azure Cognitive VA and AI Developer-GDSN02,EY,"Bengaluru, Karnataka, India",2025-10-04,15:17:30
2138,AI Engineer - Prime Focus Technologies,DNEG,"Bengaluru, Karnataka, India",2025-10-04,15:17:30
2139,Gen AI Developer,Virtusa,"Pune, Maharashtra, India",2025-10-04,16:11:41
2140,Gen AI Developer,Virtusa,"Andhra Pradesh, India",2025-10-04,16:11:41
2141,Gen AI Developer,Birlasoft,"Hyderabad, Telangana, India",2025-10-04,16:11:41
2142,Remote Data Scientist,Turing,"Hyderabad, Telangana, India",2025-10-04,16:11:41
2143,Remote Data Scientist,Turing,"Bengaluru, Karnataka, India",2025-10-04,16:11:41
2144,Remote Data Scientist,Turing,,2025-10-04,16:11:41
2145,Remote Data Scientist,Turing,"Delhi, Delhi, India",2025-10-04,16:11:41
2146,"Associate Data Scientist , Global GBS",Kraft Heinz,"Ahmedabad, Gujarat, India",2025-10-04,16:11:41
2147,Insurance Automation and AI Specialist,Google,"Bengaluru, Karnataka, India",2025-10-04,16:11:41
2148,"Data Scientist, Digital Products",US Pharmacopeia,"Serilingampalli, Telangana, India",2025-10-04,16:11:41
2149,Senior Data Scientist,Red Hat,"Pune, Maharashtra, India",2025-10-04,16:11:41
2150,Remote Data Scientist,Turing,"Kolkata, West Bengal, India",2025-10-04,16:11:41
2151,Lead Data Scientist - Computer Vision & Generative AI,NTT DATA North America,"Bengaluru East, Karnataka, India",2025-10-04,16:11:41
2152,Data Scientist,Synthenova,,2025-10-04,16:11:41
2153,Data Analyst,Essor Talents Consultancy,,2025-10-04,16:11:41
2154,Data Engineer,Virtusa,"Chennai, Tamil Nadu, India",2025-10-04,16:11:41
2155,Lead AI Engineer (Expert),Hitachi Digital Services,"Hyderabad, Telangana, India",2025-10-04,16:11:41
2156,BI & Data Warehouse Data Engineer,Astellas Pharma,"Bengaluru, Karnataka, India",2025-10-04,16:11:41
2157,Lead AI Engineer (Expert),Hitachi Digital,"Arunachal Pradesh, India",2025-10-04,16:11:41
2158,Associate Data Engineer,Blenheim Chalcot India,,2025-10-04,16:11:41
2159,Principal Cloud Engineer - Data & AI,Equinix,"Bengaluru, Karnataka, India",2025-10-04,16:11:41
2160,Staff Agentic AI Engineer,Teradata,"Hyderabad, Telangana, India",2025-10-04,16:11:41
2161,Senior Data Engineer,Nextracker Inc.,"Hyderabad, Telangana, India",2025-10-04,16:11:41
2162,AI Engineer,Aira,"Bengaluru, Karnataka, India",2025-10-04,16:22:38
2163,Senior AI Engineer,ChicMic Studios,,2025-10-04,16:22:38
2164,AI & Computer Vision Engineer,Future Sportler,,2025-10-04,17:15:21
2165,Machine Learning Engineer (RAG & MLOps),Alpha,,2025-10-04,18:26:25
2166,Gen AI Developer,Infosys,"Bengaluru East, Karnataka, India",2025-10-04,19:14:04
2167,AI Researcher,BraneMind,"Mumbai, Maharashtra, India",2025-10-04,22:17:33
2168,AI Engineer,UnleashX,"Gurugram, Haryana, India",2025-10-04,23:17:45
2169,Gen AI Developer,Infosys,"Bengaluru East, Karnataka, India",2025-10-05,01:44:43
2170,Associate Data Scientist,Infosys,"Bengaluru East, Karnataka, India",2025-10-05,01:44:43
2171,AI Engineer (FoodTech) (MUMBAI LOCATION),LabelBlind®️,"Mumbai, Maharashtra, India",2025-10-05,04:40:19
2172,Senior Data Scientist,Infosys,"Bengaluru East, Karnataka, India",2025-10-05,07:17:23
2173,Commercial Data Scientist,ExxonMobil,"KA, IN",2025-10-05,08:23:40
2174,Industrial Data Scientist,ExxonMobil,"KA, IN",2025-10-05,08:23:40
2175,AI Developer,Daply | Scaling Digital Publishing,,2025-10-05,08:41:33
2176,Computer Vision Engineer,Bhatiyani Astute Intelligence,"Bengaluru, Karnataka, India",2025-10-05,09:17:41
2177,Machine Learning DevOps Engineer 2,C3 India Delivery Centre LLP (formerly known as Crowe Horwath IT Services LLP),"Hyderabad, Telangana, India",2025-10-05,09:17:41
2178,Machine Learning DevOps Engineer 2,C3 India Delivery Centre LLP (formerly known as Crowe Horwath IT Services LLP),"Noida, Uttar Pradesh, India",2025-10-05,09:17:41
2179,Machine Learning And AI Engineer (Immediate Start),Onelab Ventures,"Pune, Maharashtra, India",2025-10-05,09:37:36
2180,Lead AI Engineer,A.P. Moller - Maersk,"Bengaluru, Karnataka, India",2025-10-05,10:18:57
2181,AWS -Data Engineer,Fractal,"Bengaluru, Karnataka, India",2025-10-05,10:18:57
2182,Agentic AI Engineer,Supertech Innovation Labs,"New Delhi, Delhi, India",2025-10-05,11:15:01
2183,AI Engineer,MagickTech Pvt Ltd,"Chennai, Tamil Nadu, India",2025-10-05,12:37:35
2184,Staff AI Engineer,SeedlingLabs Private Limited,"Bengaluru, Karnataka, India",2025-10-05,12:37:35
2185,Senior Machine Learning Engineer - Hybrid,ClanX,"TN, IN",2025-10-05,13:22:25
2186,Senior Machine Learning Engineer - Hybrid,ClanX,"MH, IN",2025-10-05,13:22:25
2187,Senior Machine Learning Engineer - Hybrid,ClanX,"KA, IN",2025-10-05,13:22:25
2188,Gen AI Developer,Infosys,"Bengaluru East, Karnataka, India",2025-10-05,13:22:25
2189,Associate Data Scientist,Infosys,"Bengaluru East, Karnataka, India",2025-10-05,13:22:25
2190,Staff/Sr. Data Analyst (Cloud),Netradyne,"Bengaluru, Karnataka, India",2025-10-05,13:22:25
2191,Senior Data Scientist,Infosys,"Bengaluru East, Karnataka, India",2025-10-05,13:22:25
2192,Gen AI Engineer,Recro,"Bengaluru, Karnataka, India",2025-10-05,15:17:36
